Ticker,CIK,Title,CEO,Median,Ratio,Median Source,Ratio Source
ENTG,1101302,ENTEGRIS INC,4693504.0,52736,89.6,"closed below. The Company&#146;s median employee&#146;s 2018 compensation was approximately $52,736 ","he Company&#146;s CEO&#146;s 2018 compensation was $4,726,687. As a result, pursuantto Item 402(u) of Regulation S-K, the Company&#146;s 2018 CEO to median employee pay ratio is approximately 89.6:1. "
WOLF,895419,"WOLFSPEED, INC.",1010680.0,45940,227,"for fiscal 2019 was $10,488,871, the total annual compensation for the median employee was $45,940, ","The total annualized compensation for our CEO for fiscal 2019 was $10,488,871, the total annual compensation for the median employee was $45,940, and the resulting ratio of these amounts is 227 to 1.T"
EXAS,1124140,EXACT SCIENCES CORP,691481.0,98783,71,", the median of the annual total compensation of all our employees (other than our CEO) was $98,783;"," (asdiscussed below), was $7,005,506. As a result, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all our employees was approximately 71 to 1. "
EWBC,1069157,EAST WEST BANCORP INC,682480.0,85310,89,"quo;.The annual total compensation of our median employee for 2018, excluding the CEO, was $85,310, ","was $7,587,684 as shown on the &ldquo;Summary Compensation Table&rdquo;.The annual total compensation of our median employee for 2018, excluding the CEO, was $85,310, resulting in a ratio of 89 to 1,w"
CASY,726958,CASEYS GENERAL STORES INC,344410.0,15655,225,"28,588, as provided in the Summary Compensation Table on page&nbsp;49.  &#149; The annual total compensation of our median employee, a part-time store employee located in rural Illinois, was $15,655, ",alculatedusing the same methodology as required by the Summary Compensation Table. &#149; The ratio of the annual total compensation of our CEO to that of our median employee was approximately 225:1. 
CUBE,1298675,CubeSmart,394072.0,28148,147,"#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160; The median of the annual total compensation of all employees of our company (other than our CEO), was $28,148;","#160;&#160; Based on this information, for 2018, the ratio of the annual total compensation of our Chief Executive Officer to the median of the annual total compensation of all employees is 147 to 1.&"
FFIV,1048695,"F5, INC.",587644.0,146911,47,"al 2018 total annual compensation for the median of all employees, excluding our CEO, was $146,911. "," all employees, excluding our CEO, was $146,911. The resulting ratio of our CEO&#146;s total annual compensation to that of the median of all employees, excluding our CEO, for fiscal 2018 is 47 to 1. "
PNW,764622,PINNACLE WEST CAPITAL CORP,1204011.0,133779,91,"nual total compensation to the total annual compensation of Mr. Brandt, our CEO. For 2018 the median of the annual total compensation of all employees of our Company (other than our CEO) was $133,779 ","ation methodology defined in Item 402(u) of Regulation S&#8211;K, for 2018, the ratio of the annual total compensation of our CEO to our median employee&#8217;s annual total compensation was 91 to 1.A"
STOR,1538990,STORE CAPITAL Corp,6203538.0,121638,51.4,"2 Table of Contents For 2018, our last completed fiscal year: &nbsp;&nbsp;&#149;&nbsp; the median of the annual total compensation (inclusive of base salary, bonus and other items, as discussed below)of all employees of our company (other than our President and Chief Executive Officer) was $121,638;","mation, for 2018, theratio of the annual total compensation of Mr.&nbsp;Volk, our President and Chief Executive Officer, to the median of the annual total compensation of all employees was 51.4 to 1. "
CUK,1125259,CARNIVAL PLC,1346382.0,16622,813,"le is$13,515,884, the 2018 annual total compensation of our median compensated employee is $16,622, ","ive Officer as set forth in the Summary Compensation Table is$13,515,884, the 2018 annual total compensation of our median compensated employee is $16,622, and the ratio of these amounts is 813 to 1. "
CPRI,1530721,Capri Holdings Ltd,,25700,," United States. &#8226;The estimated annual total compensation for our median employee was $25,700. ",
WHR,106640,WHIRLPOOL CORP /DE/,1167645.0,20485,578,"ion of our employees to the annual total compensation of Marc Bitzer, our CEO.For 2018, &#8226;The median of the annual total compensation of all of our employees, other than Mr. Bitzer, was $20,485.&","esident and CEO.&#8226;Based on this information, the ratio of the annual total compensation of Mr. Bitzer to the median of the annual total compensation of all employees is estimated to be 578 to 1.I"
JEF,96223,Jefferies Financial Group Inc.,4350000.0,150000,298,"our 2018 Summary Compensation Table data attributed to our CEO, we used $44,674,213 with no adjustments. Using this methodology, we determined that the &#8220;median employee&#8221; among ourapproximately 4,643 employees was a Senior Research Associate at Jefferies LLC making approximately $150,000 ","n, we estimate that, for 2018, our CEO&#8217;s annual total compensation was approximately 298 times"
TWLO,1447669,TWILIO INC,665697.0,221899,30,", 2018:  &nbsp;&nbsp;&#149;&nbsp; the annual total compensation of our median employee was $221,899;","le&#148; included in this proxy statement.  Based on thisinformation, for 2018, the ratio of the annual total compensation of our CEO to the annual total compensation of our median employee was 30:1. "
ALLY,40729,Ally Financial Inc.,875616.0,109452,88,"n is approximately 88 times our median employee&#8217;s 2018 annual total compensation of $109,452.&","n is approximately 88 times our median employee&#8217;s 2018 annual total compensation of $109,452.&"
FTNT,1262039,"Fortinet, Inc.",658835.0,131767,51," For 2018:         &#8226;        the annual total compensation of our median employee was $131,767;","tion Table was $6,761,686; and         &#8203;        &#8226;        the ratio of the annual total compensation of our CEO to the median of the annual total compensation of our employees was 51 to 1. "
IVZ,914208,Invesco Ltd.,1193670.0,119367,108,"bsp; &#8718; the annual total compensation of our medianemployee (other than our CEO), was $119,367;","sation of our CEO was$12,921,609.&nbsp;&nbsp;For 2018, the ratio of the annual total compensation of our CEO to the annual total compensation of our median employee (other than our CEO) was 108 to 1.&"
CGNX,851205,COGNEX CORP,241875.0,80625,32,"er. For 2018, our last completed fiscal year:  &nbsp;&nbsp;&#149;&nbsp; The median of the annual total compensation of all employees of our company (other than our Chief ExecutiveOfficer) was $80,625;","ased on this information, for 2018, the ratio of theannual total compensation of our Chief Executive Officer to the median of the annual total compensation of all employees was approximately 32 to 1. "
G,1398659,Genpact LTD,623775.0,8317,759,"t the 2018 annual total compensation for a different median employee, located in India, was $8,317, ","compensation (taking into account a cost of living adjustment for wages paid to employees outside the U.S.) for our median employee, located in Mexico, was $29,393, resulting in a pay ratio of 759:1.&"
LECO,59527,LINCOLN ELECTRIC HOLDINGS INC,676485.0,45099,156,"mpensation of our CEO ($7,018,906) to the total annual compensation of our median employee ($45,099)","  $508,977&nbsp;&nbsp;Pay RatioFor 2018, we estimate that the ratio of the totalannual compensation of our CEO ($7,018,906) to the total annual compensation of our median employee ($45,099) is 156:1. "
CMA,28412,COMERICA INC /NEW/,977748.0,81479,124,"last completed fiscal year:&#149; the annual total compensation of the median employee was $81,479, ","scriminatory health care benefits. Basedon this information, for 2018 the ratio of the annual total compensation of Mr.&nbsp;Babb to the annual total compensation of the median employee was 124 to 1. "
PEN,1321732,Penumbra Inc,722554.0,51611,14.1,"ermining our 2018 pay ratio, we combined all elements of our median employee&#8217;s compensation for 2018 using the same methodology that we used for calculating Mr. Elsesser&#8217;s total compensation shown in the 2018 Summary Compensation Table, resulting in annual total compensation of $51,611. ","8 Summary Compensation Table, was $726,648. Based on this information, the ratio of the annual total compensation of Mr. Elsesser to the annual total compensation of our median employee was 14.1 to 1 "
AAL,6201,American Airlines Group Inc.,1169013.0,61527,195,"itions with fewer educational and training requirements and larger applicant pools. For 2018, the median annual total compensation of all team members across American (other than ourCEO) was $61,527, "," Compensation Table&#148; above. Based on this information, the ratio of the annual total compensation of our CEO to the median annualtotal compensation of all employees was estimated to be 195 to 1. "
PSTG,1474432,"Pure Storage, Inc.",670179.0,223393,38,"mmary Compensation Table&#8221; above.For fiscal 2019, the median of the annual total compensation of all employees of Pure Storage (other than our CEO), based on the selected employee, was $223,393, ","al compensation for our CEO of $8,383,230, our ratio of CEO pay to median employee pay was 38 to 1. "
AAP,1158449,ADVANCE AUTO PARTS INC,886080.0,18460,480,"Compensation table was $8,856,135&#32;for 2018 and the median team member compensation was $18,460. "," the median team member compensation was $18,460.  The result of this analysis is a ratio of 480:1.T"
LSI,944314,"LIFE STORAGE, INC.",119804.0,29951,45,"EO) is as follows:  &nbsp;&nbsp;&nbsp; Medianemployee&#146;s annual total compensation&nbsp;$29,951&"," PEO&nbsp;$1,343,073 Ratio of Mr.&nbsp;David Rogers&#146; annualtotal compensation to the median employee&#146;s annual total compensation&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;45 to 1 "
CHDN,20212,Churchill Downs Inc,2112320.0,22960,920," our median employee was a full-time, hourly employee with an annual total compensation of $22,960. ","mpensation (excluding CEO)&nbsp;&nbsp;$22,960&nbsp;&nbsp;&nbsp;$22,960&nbsp; CEO Annual Total Compensation&nbsp;&nbsp;$21,120,369&nbsp;&nbsp;&nbsp;$9,120,058&nbsp; Pay Ratio&nbsp;&nbsp;&nbsp;920 to 1&"
PAA,1070423,PLAINS ALL AMERICAN PIPELINE LP,115100.0,115100,17,". &#149; The annual total compensation for the median employee for 2018 was approximately $115,100. ","nual total compensation for the median employee for 2018 was approximately $115,100. &#149; The ratio of Mr.&nbsp;Armstrong's pay to the pay of our median employee for 2018 was approximately 17 to 1. "
OLN,74303,OLIN Corp,5791736.499999999,86315,67.13,"18 pay ratio calculation.  &nbsp; For the12-month period ended December&nbsp;31, 2018, the median employee had gross earnings (wages, overtime pay and variable compensation) of approximately $86,315. "," 2018.  &nbsp; Based on the information described below, for2018, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was 67.13 to 1. "
WSM,719955,WILLIAMS SONOMA INC,9715348.0,39817,2447,"o calculation, the median annual total compensation of the remainingemployees increases to $39,817, ","scal 2018. Accordingly, for fiscal 2018, the ratio of theannual total compensation of our Chief Executive Officer to the median annual total compensation of all of our other employees was 2,447 to 1. "
REXR,1571283,"Rexford Industrial Realty, Inc.",,95054,,"$4,658,429&#32;and $4,658,429, respectively.&#8226;the annual total compensation of the employee who represents our median compensated employee (other than Mr. Schwimmer and Mr. Frankel) was $95,054.B",
RHI,315213,ROBERT HALF INTERNATIONAL INC.,1123535.0,23905,471,"he median of the annual total compensation of allCompany employees (other than our CEO) was $23,905 ","total compensation of our CEO was $9,132,451. Accordingly, for 2018, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of allemployees was 471 to 1. "
SEIC,350894,SEI INVESTMENTS CO,,86941,,"e, the spread would be $0.Pay RatioAnnual total compensation of the median employee for 2018$86,941A",
BERY,1378992,"BERRY GLOBAL GROUP, INC.",443685.0,40335,118," The median of the annual total compensation of all our employees, other than our CEO, was $40,335. ", estimate that for fiscal 2018 our CEO&#8217;s annual total compensation was approximately 118 times
PLUG,1093691,PLUG POWER INC,,61297,4,";Marsh, our PEO, of $2,669,650 as shown in the Summary Compensation Table above, was approximately 44 times the annual totalcompensation of $61,297 of a median employee calculated in the same manner. ","4 times the annual totalcompensation of $61,297 of a median employee calculated in the same manner. "
TTEK,831641,TETRA TECH INC,558432.0,69804,86,"n, which was earned but not realized, was $5,977,319, the median employee compensation was $69,804, ","7,319, the median employee compensation was $69,804, and our estimate of the CEO Pay Ratiowas 86:1. "
NVCR,1645113,NovoCure Ltd,430265.0,86053,53,"he median of the 2018 annual total compensation of our employees, excluding our CEO, to be $86,053. ","53. The 2018 annual total compensation of our CEO was $4,570,294. The ratio of the total compensation of our CEO to the estimated median of the annual total compensation of our employees was 53 to 1. "
CFR,39263,"CULLEN/FROST BANKERS, INC.",4584300.0,54575,84.6,"ompensation in 2018 of $4,617,644.Our median employee&#146;s total annual compensation was $54,575. ","8 of $4,617,644.Our median employee&#146;s total annual compensation was $54,575. As a result, the ratio of Mr.&nbsp;Green&#146;s compensation to that of our median employee was approximately 84.6:1. "
HALO,1159036,"HALOZYME THERAPEUTICS, INC.",399798.0,199899,29,"ion Table. The total compensation for the median employee (excluding the CEO) in 2018 was $199,899. ","he CEO) in 2018 was $199,899. Therefore, Dr. Torley&#8217;s total compensation for 2018 was 29 times"
JLL,1037976,JONES LANG LASALLE INC,910650.0,60710,157,"ing these calculations, our median employee received approximately $60,710 in compensation in 2017, ","ng these calculations, our median employee received approximately $60,710 in compensation in 2017, and our Chief Executive Officer and President received $9,548,082 which yields a pay ratio of 157:1.&"
UNM,5513,Unum Group,937125.0,62475,158," Officer.      The 2018        annual total compensation of the median compensated of all our employees who were employed as of December 31, 2018, other than our Chief Executive Officer, was $62,475. ","nsation of the median compensated of all our employees who were employed as of December 31, 2018, other than our Chief Executive Officer, was $62,475. The 2018 annual total compensation of Richard McKenney, our Chief Executive        Officer, was $9,896,861. The ratio of these amounts was 1-to-158. "
HAS,46080,"HASBRO, INC.",802716.0,66893,127,"of our December&nbsp;30, 2018 determination date. We selected an employee with a base salary atthe median of our global population of employees (excluding the CEO). We determined that person&#146;s total compensation (as would be computed for purposes of the Summary Compensation Table) was $66,893. "," The 2018 total compensation for our CEO, asshown in our Summary Compensation Table on page 57, was $8,499,623.&nbsp;As a result, our estimate of the ratio of CEO pay to median employee pay is 127:1. "
FRT,34903,FEDERAL REALTY INVESTMENT TRUST,651372.0,108562,69,"s $7,464,182 and the total annual compensation paid toour median paid employee in 2018 was $108,562 ","ual compensation paid toour median paid employee in 2018 was $108,562 resulting in a ratio of 69:1. "
NNN,751364,"NATIONAL RETAIL PROPERTIES, INC.",467795.0,93559,52,"he Chief Executive Officer) as of December 31, 2018.  Once we identified our median employee, we combined all of the elements of such employee&#8217;s compensation for 2018 in accordance with the requirements of Item 402(c)(2)(x) of Regulation S-K, resulting in annual total compensation of $93,559. ",".  Based on the foregoing, our estimate of the ratio of the annual total compensation of our Chief Executive Officer to the median of the annual total compensation of all other employees was 52 to 1. "
FND,1507079,"Floor & Decor Holdings, Inc.",360502.0,21206,176,";&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160; The median of the annual total compensation of all employees of our company (other than our CEO) was determined to be $21,206;","n, was $3,723,308.&nbsp;Based on this information, for Fiscal 2018, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was 176 to 1.&"
EME,105634,"EMCOR Group, Inc.",10050240.0,52896,190.1,"y 1, 2018:         (i)        The median of the annual total compensation of all of our employees, other than our Chairman, President and Chief Executive Officer, Mr. Guzzi, was approximately $52,896;",i&#8217;s 2018 annual total compensation was approximately 190.1 times that of our median employee. 
OGE,1021635,OGE ENERGY CORP.,547076.0,136769,42,"Proxy Statement on page 39. For 2018, the median employee's annual total compensation was $136,769. ","was $5,694,937. Based on this information, for 2018, the ratio of the annual total compensation of Mr. Trauschke, our CEO, to the median of the annual total compensation of all employees was 42 to 1.W"
USFD,1665918,US Foods Holding Corp.,861586.0,78326,110,"total compensation of all our employees.&nbsp;For fiscal 2018:&nbsp;&#9632;the median of the annual total compensation of all our employees (other than Mr. Satriano, ourChairman and CEO), was $78,326;",",214.&nbsp;Based on this information,the ratio of the annual total compensation of our Chairman and CEO to the median of the annual total compensation of all our employeesis estimated to be 110 to 1.&"
CBSH,22356,COMMERCE BANCSHARES INC /MO/,461928.0,57741,87,"nts that the Company believes will significantly impact the pay ratio disclosure.For 2018, the median of the annual total compensation of all employees of the Company (other than our CEO) was $57,741;","ation of the CEO was $5,024,839. Based on this information, for 2018 the ratio of the annual total compensation of the CEO to the median of the annual total compensation of all employees was 87 to 1.T"
MASI,937556,MASIMO CORP,,110932,,"mpensation of our CEO, Mr. Kiani.For 2018, our most recently completed fiscal year:&#8226;the median of the annual total compensation of all employees of our Company (other than our CEO) was $110,932;",
RRX,82811,REGAL REXNORD CORP,697840.0,12688,558,"60;&#160;&#160;&#160;&#160;&#160; The annual total compensation of our median employee was $12,688.&","; Based on the above information, the ratio of the annual total compensation of Mr.&nbsp;Gliebe to the median of the annual total compensation of all other employees is estimated to be&nbsp;558 to 1.&"
NOV,1021860,NOV Inc.,1453676.0,51917,289,"our &#147;CEO&#148;):  For 2018, our last completed fiscal year: &nbsp;&nbsp;&#149;&nbsp; the median of the annual total compensation of all employees of our company (other than our CEO), was $51,917;","ation, for 2018 the ratio of the annual total compensation of Mr.&nbsp;Clay&nbsp;C. Williams, our Chief Executive Officer, to the medianof the annual total compensation of all employees was 289 to 1. "
RL,1037038,RALPH LAUREN CORP,1367220.0,22787,608,"nbsp;The annual total compensation of the median employee, other than Mr.&nbsp;Louvet, was $22,787. ","ensation was $13,851,684.  &nbsp;&#149;&nbsp;The ratio of the annual total compensation of Mr.&nbsp;Louvet to the median of the annual total compensation of our employees is estimated to be 608 to 1. "
CHE,19584,CHEMED CORP,842300.0,42115,208,"median employee&#8217;s total annual compensation.&#160; The ratio is $8,778,637 divided by $42,115 ","                                                          The compensation of our Chief Executive Officer in 2018 was approximately 208 times the median pay of our                          full-time, "
ACHC,1520697,"Acadia Healthcare Company, Inc.",108796.0,27199,46," Ms.&nbsp;Osteen, our Chief Executive Officer: &nbsp;&nbsp;&#149;&nbsp; the median of the annual total compensation of all employees of the Company (other than our Chief ExecutiveOfficer) was $27,199;"," on thisinformation, for 2018, the ratio of the annual total compensation of Ms.&nbsp;Osteen, our Chief Executive Officer, to the median of the annual total compensation of all employees was 46 to 1. "
UGI,884614,UGI CORP /PA/,,64610,,"$8,592,760&nbsp; Annual total compensation of our medianemployee for Fiscal 2019&nbsp;&nbsp;$64,610&",
DISH,1001082,DISH Network CORP,486432.0,54048,98,"to determine the median employee.&nbsp;The total compensation of our median employee, using the same methodology we use for Mr.&nbsp;Carlson&#146;s Summary Compensation Table compensation, is $54,048 ","nsation Table compensation, is $54,048 and total compensation of Mr.&nbsp;Carlson is $5,320,917. Therefore, our Chief Executive Officer to median employee pay ratio calculation is approximately 98:1.&"
NRG,1013871,"NRG ENERGY, INC.",,115122,,"nbsp;times the total compensation of a median employee, calculated in the same manner, of $115,122. ",
CTLT,1596783,"Catalent, Inc.",8491115.0,50845,167.5,"ry Compensation Table on page 56. The median employee&#146;s annual total compensation was $50,845. ","#147;Total&#148; column of the Summary Compensation Table. Accordingly, the ratio of our CEO&#146;s total compensation to our median employee&#146;s total compensation for fiscal 2019 was 167.5 to 1. "
CLF,764065,CLEVELAND-CLIFFS INC.,1500804.0,125067,123,"l Compensation, as shown below:CEO PAY RATIO&#160;Median Employee Annual Total Compensation$125,067C","l Compensation$125,067CEO Annual Total Compensation$15,443,927CEO to Median Employee Pay Ratio123:1&"
AA,1675149,Alcoa Corp,1263030.0,84202,157,"51;$13,196,569 &nbsp;&#149;&nbsp; Our median employee&#146;s annual total compensation&#151;$84,202 "," employee&#146;s annual total compensation&#151;$84,202 &nbsp;&#149;&nbsp; Ratio of Mr.&nbsp;Harvey&#146;s annual total compensation to our median employee&#146;s annual total compensation&#151;157:1 "
MANH,1056696,MANHATTAN ASSOCIATES INC,452370.0,90474,50,"18 was $4,486,523.&nbsp;Our Median Employee&#8217;s annual total compensation for 2018 was $90,474. ",al compensation of our employees: &nbsp;Our CEO to Median Employee pay ratio is approximately 50:1. 
CIEN,936395,CIENA CORP,,,89,,"; $&nbsp;&nbsp;9,129,584&nbsp; &nbsp; &nbsp;&nbsp; &nbsp; Median Employee AnnualTotal Compensation &nbsp;&nbsp;&nbsp; &nbsp; &nbsp;&nbsp; &nbsp; $&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;102,540&nbsp; &nbsp; &nbsp;&nbsp; &nbsp;CEO to Median Employee Pay Ratio &nbsp;&nbsp;&nbsp; &nbsp; &nbsp;&nbsp; &nbsp; 89:1&"
CMS-PB,201533,CONSUMERS ENERGY CO,8065500.0,106125,76.2," experience and performance.  &#160;  For the fiscal year ended December 31, 2018, the median of the annual total compensation of all CMS employees (other than Poppe, President and CEO), was $106,125;"," Poppe was $8,091,185. Based on this information the ratio of the annual total compensation of the President and CEO to the median of the annual total compensation of all CMS employees was 76.2 to 1. "
SEE,1012100,SEALED AIR CORP/DE,849088.0,53068,169,"; the median of the annual total compensation of all our employees, other than our CEO, was $53,068;",easonably estimate that for 2018 ourCEO&#146;s annual total compensation was approximately 169 times
LEA,842162,LEAR CORP,986174.0,10063,987,"EO as of March&nbsp;1, 2018.  For 2018, our last completed fiscal year:  &nbsp;&#149;&nbsp;The median of the annual total compensation of all employees of the Company (other than our CEO) was $10,063;","d on this information, for 2018, our CEO&#146;s annual totalcompensation was approximately 987 times"
DVA,927066,DAVITA INC.,3166228.0,60889,526,"median of the annual total compensation of all of our teammates, other than Mr. Thiry, was $60,889.&","018 compensation.&#8226;Based on this information, the ratio of the annual total compensation of Mr. Thiry to the median of the annual total compensation of all teammates is estimated to be 526 to 1.&"
MUSA,1573516,Murphy USA Inc.,582225.0,16635,356,"&#148;), we are providing the following estimated information for 2018:&#149;&nbsp;the median of the annual total compensation of all of our employees (except our Chief Executive Officer) was $16,635;","our median employee is a part-time store employee; &#149;&nbsp;the annual total compensation of our Chief Executive officer was $5,919,171; and &#149;&nbsp;the ratio of these two amounts was 356 to 1;"
AN,350698,"AUTONATION, INC.",1237698.0,56259,222,"or the 2018 Proxy Statement. The annual total compensation of the median-paid employee was $56,259. ",f Executive Officer in respect of 2018&#32;was approximately 222 times the median of the total annual compensation of all of our employees (other than our Chief Executive Officer) in respect of 2018. 
ARW,7536,ARROW ELECTRONICS INC,1529192.0,54614,281,"and Chief Executive Officer unnecessary at this time.							CEO PAY RATIO							The 2018 median annual total compensation of all employees, other than the Company&#x2019;s CEO, Mr. Long, was $54,614. ","l compensation of all employees, other than the Company&#x2019;s CEO, Mr. Long, was $54,614. Mr. Long&#x2019;s 2018 annual total compensation was $15,339,932. The ratio of these amounts was 1-to-281. "
MIDD,769520,MIDDLEBY Corp,125394.0,41798,37,"n of $1,545,067, was approximately 37 times the total compensation of a median employee of $41,798. ","n of $1,545,067, was approximately 37 times the total compensation of a median employee of $41,798. "
NXST,1142417,"NEXSTAR MEDIA GROUP, INC.",1448700.0,48290,302," and Chief Executive Officer for 2018: &nbsp;&#x2022;The total annual compensation of the median employee identified at our Company, other than our President and Chief Executive Officer, was $48,290, ", compensation.&nbsp;&#x2022;The ratio of the annual total compensation of our president and President and Chief Executive Officer to the total annual compensation of our median employee was 302 to 1.W
GMED,1237831,GLOBUS MEDICAL INC,310212.0,77553,44,"han the Chief Executive Officer).For 2018, the median annual total compensation of all employees of the Company and its consolidated subsidiaries (other than the Chief Executive Officer) was $77,553. "," Officer was $3,394,012. The resulting ratio of the annual total compensation of our Chief Executive Officer to the median of the annual total compensation of all employees was approximately 44 to 1.&"
DCI,29644,DONALDSON Co INC,624240.0,34680,181,"sation of our median employee.  For fiscal 2019:Annual Total Compensation of Median Employee$34,680A","l Compensation of our CEO$6,270,388Based on this information, our fiscal 2019 pay ratio of 181 to 1 "
HTZ,1657853,"HERTZ GLOBAL HOLDINGS, INC",,33278,,"our CEO (""2018&#32;CEO Compensation"") was $8,005,121, Median 2018 Employee Compensation was $33,278 ",
ORI,74260,OLD REPUBLIC INTERNATIONAL CORP,,,41.4,,"Employee:$       75,697&#160;Ratio of the CEO&#8217;s compensation to the Median Employee:41.4 to 1&"
WEX,1309108,WEX Inc.,530271.0,58919,96," fiscal year, the median annual total compensation of all employees, excluding our CEO, was $58,919 ",",919 and the annual total compensation of our CEO was $5,630,717. Accordingly, the ratio of the CEO&#8217;s annual total compensation to the total annual compensation of the median employee was 96:1.T"
ZION,109380,"ZIONS BANCORPORATION, NATIONAL ASSOCIATION /UT/",401340.0,66890,65,"2;The annual total compensation of the Bank&#8217;s median employee, excluding the CEO, was $66,890;","ficer, was $4,363,039.Based on this information, the ratio for 2018 of the annual total compensation of our chief executive officer to the annual total compensation of the median employee is 65 to 1.W"
PNR,77360,PENTAIR plc,585640.0,58564,105,"e year ended December&nbsp;31, 2018: &#9658;the median of the annual total compensation of all employees of our company (other than our Chief Executive Officer) was reasonably estimated to be $58,564;"," Basedon this information, the ratio of the annual total compensation of our Chief Executive Officer to the median of the annual total compensation of all other employees is estimated to be 105 to 1. "
KBR,1357615,"KBR, INC.",923880.0,61592,156,"nbsp;different countries.Pay Ratio Calculation After we identified our median employee, we combined all the elements of such employee&rsquo;s compensation for the 2018 year in accordance with the requirements of Item 402(c)(2)(x) of Regulation S-K, resulting in annual total compensation of $61,592. ","rt.Based on this information, for 2018 the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was reasonably estimated to be&nbsp;156:1.&"
DLB,1308547,"Dolby Laboratories, Inc.",654990.0,130998,56,"60,030;  &nbsp;&nbsp;&#149;&nbsp; The annual total compensation of our median employee was $130,998;","ion of our median employee was $130,998; and &nbsp;&nbsp;&#149;&nbsp; The ratio of Mr.&nbsp;Yeaman&#146;s annual total compensation to the annual total compensation of our medianemployee was 56 to 1. "
HRB,12659,H&R BLOCK INC,841464.0,16182,526,"504,020 and the annual total compensation for the median employee, excluding Mr. Jones, was $16,182 ","ear 2019, the annual total compensation for Mr. Jones was $8,504,020 and the annual total compensation for the median employee, excluding Mr. Jones, was $16,182 which resulted in a ratio of 526 to 1. "
FCNCA,798941,FIRST CITIZENS BANCSHARES INC /DE/,244772.0,61193,46,";&nbsp;&#9679;&nbsp; the annual total compensation of our &#147;median associate&#148; was $61,193, ","d in this proxy statement, was $2,808,424.  Based on this information, for 2018 the ratio of the annual totalcompensation of our CEO to the annual total compensation of our median associate was 46:1. "
ATR,896622,"APTARGROUP, INC.",643296.0,40206,163,"age.    Pay Ratio        &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;For 2018:&middot;  The median of the annual total compensation of all of our employees, other thanMr.&nbsp;Tanda, was $40,206. ","a's compensation for the pay ratio disclosure, the ratio of the annual total compensation of Mr.&nbsp;Tanda to the median of the annual total compensation of all employees isestimated to be 163 to 1. "
RGLD,85535,ROYAL GOLD INC,,446083,,"74,988;   &#9679;   Our median compensation employee&#8217;s annual total compensation was $446,083;",
CACI,16058,CACI INTERNATIONAL INC /DE/,739249.0,105607,77,"O in the Summary Compensation Table. This yielded compensation for the median employee of $105,607.T"," Compensation Table above, was $8,129,257. The ratio of the annual total compensation of Mr. Asbury to the compensation of the median employee was then computed, yielding the final result of 77 to 1. "
DBRG,1679688,"DigitalBridge Group, Inc.",761830.0,152366,56," is based on the 2018 annual total compensation of $8,525,666 for Mr. Barrack, as our Chief Executive Officer as of December 31, 2018 (the &#8220;Measurement Date&#8221;), as reported in the Summary Compensation Table above and the 2018 annual total compensation of $152,366 for the median employee, ",might be applicable.CEO Pay RatioThe ratio of our Chief Executive Officer&#8217;s annual total compensation for 2018 to that of the median employee&#8217;s annual total compensation for 2018 is 56:1. 
RRC,315852,RANGE RESOURCES CORP,804000.0,134000,65," our review, we have determined that for 2018:&nbsp;    &bull;    the median of the annual total compensation of all employees of the Company (other    than our Chief Executive Officer) was $134,000. ",a&rsquo;s 2018 annual total compensation was approximately    65 times that of our median employee.&
VMI,102729,VALMONT INDUSTRIES INC,423378.0,47042,94,"nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;Forour fiscal year ended December&nbsp;29, 2018:&#149; The median of the annual total compensation of all employees of our company (other than our CEO) was $47,042. ","on Table, was $4,428,908.  &#149; Based on this information, for 2018 the ratio of the annual total compensation of our CEO to the median of the annual total compensation of allemployees was 94 to 1. "
OHI,888491,OMEGA HEALTHCARE INVESTORS INC,6416652.0,194444,33.9," the median employee&#8217;s total compensation for 2018 calculated on the same basis was $194,444. ","total compensation for 2018 calculated on the same basis was $194,444. The ratio of Mr.&#160;Pickett&#8217;s total compensation to the total compensation of the median employee for 2018 is 33.9 to 1. "
HOG,793952,"HARLEY-DAVIDSON, INC.",892308.0,74359,123," inthe Summary Compensation Table above. Our median employee&#146;s total compensation was $74,359, ","otal compensation (as reported in the Summary Compensation Table) was $9,149,692, resulting in a ratio of the median employee&#146;scompensation to our CEO&#146;s compensation of approximately 1:123. "
BOKF,875357,BOK FINANCIAL CORP,432336.0,72056,67,"17;s Chief Executive Officer was determined to be $4,813,469 and was approximately 67 times the median annual compensation of all Company employees (excluding the chief executive officer) of $72,056. ","17;s Chief Executive Officer was determined to be $4,813,469 and was approximately 67 times the median annual compensation of all Company employees (excluding the chief executive officer) of $72,056. "
