Ticker,CIK,Title,CEO,Median,Ratio,Median Source,Ratio Source
PODD,1145197,INSULET CORP,758320.0,94790,86,"reWe determined that the 2017 annual total compensation of the median compensated employee of all our employees who were employed as of November 1, 2017, other than our CEO, Mr. Sullivan, was $94,790;","ho were employed as of November 1, 2017, other than our CEO, Mr. Sullivan, was $94,790; Mr. Sullivan&rsquo;s 2017 annual total compensation was $8,180,754, and the ratio of these amounts was 1-to-86. "
PWR,1050915,"QUANTA SERVICES, INC.",831094.0,75554,116,"median of the annual total compensation of all employees of Quanta (other than our CEO) was $75,554;","r CEO was $8,736,657; and   &#9679;      based on this information, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was 116 to 1. "
CF,1324404,"CF Industries Holdings, Inc.",868264.0,108533,87,"heading ""Executive Compensation."" Our median employee's 2017 annualtotal compensation was $108,533. ",&nbsp;Will's 2017 annual total compensation was approximately 87 times that of our median employee. 
HPE,1645590,Hewlett Packard Enterprise Co,,,,Refer to original file,Refer to original file
CTRA,858470,Coterra Energy Inc.,1214256.0,75891,163,"&nbsp;    Median annual total compensation of all employees    (excluding CEO) (B)&nbsp;    $75,891&","annual total compensation (A)&nbsp;    $12,401,033&nbsp;    Median annual total compensation of all employees    (excluding CEO) (B)&nbsp;    $75,891&nbsp;    Ratio of (A) to (B)&nbsp;    &nbsp;163:1&"
HBAN,49196,HUNTINGTON BANCSHARES INC /MD/,,,145,,"tal Compensation &nbsp;&nbsp;&nbsp; $&nbsp; 59,693&nbsp; &nbsp;&nbsp; CEO Annual Total Compensation &nbsp;&nbsp;&nbsp; $&nbsp; 8,679,970&nbsp; &nbsp;&nbsp; Ratio &nbsp;&nbsp;&nbsp; &nbsp;&nbsp; 145:1&"
STLD,1022671,STEEL DYNAMICS INC,843255.0,93695,94,"ion Table. Our median employee's (excluding the CEO) annual total compensation in 2017 was $93,695. ",that Mr.&nbsp;Millett's annual total compensation for 2017was 94 times that of our median employee. 
CHD,313927,CHURCH & DWIGHT CO INC /DE/,,,98,,he pay of all our employees in 2017. The compensation for our CEO in 2017 was approximately 98 times
EXR,1289490,Extra Space Storage Inc.,,36117,," employees. Approximately 8% of our employees receive annual equity awards.For 2017:&#8226;the median of the annual total compensation of all employees of our Company (other than our CEO) was $36,117;",
BMRN,1048477,BIOMARIN PHARMACEUTICAL INC,1541540.0,140140,114,"elow, was $15,916,985; and   &#9679;   the median of the annual total compensation of all employees (other than our CEO), determined in accordance with SEC rules and as described below, was $140,140.M","ith Item 402(u) of Regulation S-K.Our CEO pay ratio for 2017, calculated as described below, was 114 to 1. This ratio was based on the following:   &#9679;   the annual total compensation of our CEO, "
XYL,1524472,Xylem Inc.,767970.0,51198,151," the Summary Compensation Table. Our median employee&#8217;s annual total compensation was $51,198. ","sation for 2017 was $7.7 million as disclosed in the Summary Compensation Table. Our median employee&#8217;s annual total compensation was $51,198.  As a result, the ratio of these amounts was 151:1. "
RF,1281761,REGIONS FINANCIAL CORP,1263480.0,63174,202,"ams provided by the Company. With base pay of $43,160, all elements of the median employee&#8217;s 2017 compensation, including the Company-paid cost of the benefits mentioned above, totaled $63,174.P",mpanies ComplianceWe believe Regions is in complianceCEO Pay Ratio202:1Clawback PolicyYesIncentive Plans that Encourage Excessive Risk TakingNoEmployment Agreements for Executive OfficersNoRepricing of Underwater OptionsNoExcessive PerksNoPay-for-PerformanceYesFrequency of Say-on-Pay Advisory VoteAnnualTax Gross-UpsNoDouble-Trigger Change-in-Control ProvisionsYesCompensation ConsultantFrederic W. 
MOH,1179929,"MOLINA HEALTHCARE, INC.",2087865.0,46397,450,"For fiscal 2017, our last completed fiscal year:&#8226;the median of the total direct compensation of all employees of our Company (other than Mr. Zubretsky, our chief executive officer), was $46,397;","ation, the ratio of the median of the total direct compensation of all employees (other than the chief executive officer) to the total direct compensation of our chief executive officer was 1 to 450.O"
HEI,46619,HEICO CORP,,,,Refer to original file,Refer to original file
DOV,29905,DOVER Corp,964689.0,41943,237,"n a 5% range ofthat median and selected an employee from within that group as our median employee.&nbsp;We determined that employee&#146;s (Summary Compensation Table) total compensation was $41,943. ","ent&nbsp;&amp; CEO&#146;s total compensation was$9,952,918 resulting in an estimated ratio of 237:1 "
BBY,764478,BEST BUY CO INC,1654620.0,23980,699,"proxy statement. Our median employee&#8217;s annual total compensation for fiscal 2018 was $23,980. ",Mr. Joly&#8217;s annual total compensation was approximately 699 times that of our median employee.I
AES,874761,AES CORP,935351.0,49229,190,"egulation S-K.  For fiscal 2017, the median employee&#8217;s annual total compensation was $49,229, ","pensation of our CEO was $9,354,683. Based on this information, the ratio of the total annual compensation of our CEO to the total annual compensation of our median employee for fiscal 2017 is 190:1. "
EPAM,1352010,"EPAM Systems, Inc.",300664.0,23128,133,"roviding the following estimatedinformation for 2017:  &nbsp;&nbsp;&#149;&nbsp;the median of the annual total compensation of all of our employees (other than our Chief Executive Officer) was $23,128;","&nbsp;the median of the annual total compensation of all of our employees (other than our Chief Executive Officer) was $23,128;  &nbsp;&nbsp;&#149;&nbsp;the annual total compensation of Chief Executive officer was $3,084,224; and  &nbsp;&nbsp;&#149;&nbsp;the ratio of these two amounts was 133 to 1. "
JBHT,728535,HUNT J B TRANSPORT SERVICES INC,57384.0,57384,15,"ee and the annual total compensation of our CEO. For 2017, our last completed fiscal year, the median of the annual total compensation of all employees of our company (otherthan our CEO), was $57,384;","nsation of our CEO was $859,252. Based on this information, for 2017, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was 15to 1. "
PAYC,1590955,"Paycom Software, Inc.",920374.0,65741,143,", and 2015,&#148; resulting in an annualized total compensation for our median employee of $65,741. ","n for our median employee of $65,741. Based onthis information, the 2017 ratio of annual total compensation of Mr.&nbsp;Richison to the median annual total compensation of all employees was 143 to 1. "
WAB,943452,WESTINGHOUSE AIR BRAKE TECHNOLOGIES CORP,336483.0,37387,93,"employee.&#8226;With respect to the annual total compensation of the median employee, we identified and calculated the elements of such employee's compensation for 2017 in accordance with the requirements of Item 402(c)(2)(x) of SEC Regulation S-K, resulting in annual total compensation of $37,387. ","nformation, for 2017, the ratio of the annual total compensation of Mr. Betler, our Chief Executive Officer, to the median of the annual total compensation of all employees was approximately 93 to 1.T"
HOLX,859737,HOLOGIC INC,,,,Refer to original file,Refer to original file
TDY,1094285,TELEDYNE TECHNOLOGIES INC,812955.0,62535,131,"bsp;&nbsp; 1&nbsp; &nbsp;&nbsp; &nbsp; &nbsp; Our median compensatedemployee&#146;s total annual compensation as calculated using the methodology governing the Summary Compensation Table was $62,535. "," Executive Officer as reported in the Summary Compensation Table was$8,208,032. Therefore, the ratio of our median employee&#146;s pay to that of our Chief Executive Officer is estimated to be 1:131. "
EXPD,746515,EXPEDITORS INTERNATIONAL OF WASHINGTON INC,613770.0,40918,154,"26;the annual total compensation of the estimated median employee (other than our CEO), was $40,918;","tal compensation of Mr. Musser was $6,308,768.Based on this information, the ratio of the annual total CEO compensation to the annual total compensation of the estimated median employee was 154 to 1.T"
DGX,1022079,QUEST DIAGNOSTICS INC,1012074.0,48194,215," total compensation of themedian compensated of all our employees (other than our CEO) was $48,194, ","O) was $48,194, and the annual total compensation of our CEO was $10,368,835,including, in each case, the cost of Company-paid broad-based benefits, including 401(k) and health, disability and life insurance.Therefore, our median employee to CEO pay ratio was estimated to be approximately 1 to 215.&"
CAG,23217,CONAGRA BRANDS INC.,1048147.0,36143,290,"8.&#148; Median Annual Compensation for the identified median employee was determined tobe $36,143. ","sp;&nbsp; &nbsp; 69 Table of Contents CEO Pay Ratio  &nbsp; CEO Pay Ratio For fiscal 2018, the ratio of the annual total compensation of Mr.&nbsp;Connolly, our CEO (referred to as CEO Compensation), to the median of the annualtotal compensation of all of our employees and those of our consolidated subsidiaries other than Mr.&nbsp;Connolly (referred to as Median Annual Compensation), was 290 to 1. "
SYF,1601712,Synchrony Financial,1315701.0,45369,298,"efits. Accordingly, our median employee&#146;s total annual compensation was calculated as $45,369, "," the annual total compensation for our median employee, our estimated pay ratio for 2017 was 298:1. "
DRI,940944,DARDEN RESTAURANTS INC,1574439.0,18097,871,"or the fiscal year ending May 27, 2018, our last completed fiscal year:&#8226;The annual total compensation of the median compensated of all employees of the Company (other than our CEO) was $18,097.&","151.&#160;&#160;As a result, for fiscal 2018, the ratio of the annual total compensation of Mr. Lee, our CEO, to the annual total compensation of the median compensated of all employees was 871 to 1. "
MAA,912595,MID AMERICA APARTMENT COMMUNITIES INC.,631501.0,48577,134,"ary Compensation Table, resulting in a total annual compensation for our median employee of $48,577 ",";s total annual compensation of $6,526,530 for 2017, the ratio of our median employee&#8217;s total annual compensation to our principal executive officer&#8217;s total annual compensation was 1:134. "
INVH,1687229,Invitation Homes Inc.,,,,Refer to original file,Refer to original file
INCY,879169,INCYTE CORP,1518090.0,253015,64,"&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;For2017, our last completed fiscal year:&#149; the median of the annual total compensation of all employees of our company (other than our CEO), was $253,015;","$16,087,031.  Based on this information, for 2017 the ratio of the annual total compensation of Mr.&nbsp;Hoppenot, our CEO, to the median of the annual total compensation of all employeeswas 64 to 1. "
ROL,84839,ROLLINS INC,4251819.0,83369,51.9," philosophy and process yield an equitable result. Median Employee total annual compensation$83,369M","(""PEO&#8221;) total annual compensation$4,327,265Ratio of PEO to Median Employee Compensation51.9:1I"
NTRS,73124,NORTHERN TRUST CORP,1120464.0,70029,169,"0,683&nbsp; &nbsp;&nbsp;Annual total compensation ofthe median employee for 2017&nbsp;&nbsp;$70,029&","fthe median employee for 2017&nbsp;&nbsp;$70,029&nbsp; &nbsp;&nbsp;Ratio of annual totalcompensation of the CEO to the annual total compensation of the median employee for 2017&nbsp;&nbsp;&nbsp;169:1&"
MTB,36270,M&T BANK CORP,402997.0,57571,72," of Mr. Wilmers was $4,167,972 and the total annual compensation of the median employee was $57,571 ","d the total annual compensation of the median employee was $57,571 which yields a ratio of 72 to 1.G"
CMS,811156,CMS ENERGY CORP,3911488.0,61117,64.4,"l CMS employees was 40.9 to 1. Included in the median employee annual total compensation is $61,117 ","e in pension value total compensation was $106,520 resulting in a CEO to median ratio of 64.4 to 1.&"
VTR,740260,"Ventas, Inc.",2481640.0,88630,285,"otal compensation of our employees and the annual total compensation of our CEO. For 2017, the median of the annual total compensation of all employees of the Company (other than our CEO) was $88,630 ","ted in the 2017 Summary Compensation Table above, was $25,254,607. The ratio of our CEO&#146;s 2017 annual total compensation to our median employee&#146;s 2017 annual total compensation is 285 to 1. "
CLX,21076,CLOROX CO /DE/,797836.0,61372,133,"pensation Table in this proxy statement. The total compensation for our median employee is $61,372.O","otal compensation for our median employee is $61,372.Our CEO to median employee pay ratio is 133:1. "
GRMN,1121788,GARMIN LTD,601307.0,85901,76,"nal purposes, our median U.S. based employee&rsquo;s totalannual compensation for 2017 was $85,901, ","e included in this Proxy Statement.&nbsp;Based on this information, for 2017 the ratio of annual totalcompensation of our CEO to the median of the annual total compensation of all employees was 76:1.&"
PKI,31791,PERKINELMER INC,1135500.0,56775,200,"al compensation as determined under Item 402 of Regulation S-K for our median employee was $56,775. ","yee was $56,775. Basedon the foregoing, our estimate of the ratio of our CEO&#146;s annual total compensation to our median employee&#146;s annual total compensation for fiscal year 2017 is 200 to 1. "
IEX,832101,IDEX CORP /DE/,757796.0,58292,138,"8,031,242. The median of the annual total compensation of all employees, except the CEO is $58,292. ","f the annual total compensation of all employees, except the CEO is $58,292. The pay ratio is138:1. "
ABMD,815094,ABIOMED INC,981392.0,122674,84,"total compensation for the median employee of the Company (excluding Mr.&nbsp;Minogue) was $122,674;"," 2018, we estimate that the ratio of the annual total compensation of Mr.&nbsp;Minogue to the medianannual total compensation of our employees (other than Mr.&nbsp;Minogue) was approximately 84 to 1. "
UI,1511737,Ubiquiti Inc.,,57000,,"ny.For fiscal year 2018, the total compensation for the median employee of the Company was $57,000. ",
MPWR,1280452,MONOLITHIC POWER SYSTEMS INC,,25814,,"					The median of the annual total compensation of all employees (other than our CEO) was $25,814. ",
SEDG,1419612,"SOLAREDGE TECHNOLOGIES, INC.",3290298.0,99706,33.4,"la, and the ratio of these two amounts. The 2017 annual total compensation of the median compensated of all our employees who were employed as of December 31, 2017, other than Mr. Sella, was $99,706. ","io of these two amounts. The 2017 annual total compensation of the median compensated of all our employees who were employed as of December 31, 2017, other than Mr. Sella, was $99,706. Mr. Sella&#8217;s 2017 annual total compensation was $3,328,481, and the ratio of these two amounts was 33.4 to 1. "
SJM,91419,J M SMUCKER Co,605936.0,75742,89,": $6,745,939 &nbsp;&nbsp;&#149;&nbsp; Our median employee&#146;s annual total compensation: $75,742 ","ian employee&#146;s annual total compensation: $75,742 &nbsp;&nbsp;&#149;&nbsp; Ratio of Mark T. Smucker&#146;s annual total compensation to our median employee&#146;s annual total compensation: 89:1 "
MOS,1285785,MOSAIC CO,799128.0,88792,94,"on page 53, was estimated to be 94 times our median employee&#8217;s total compensation of $88,792, ","on page 53, was estimated to be 94 times our median employee&#8217;s total compensation of $88,792, "
NVR,906163,NVR INC,345735.0,69147,51,"1;) for our CEO was $3,538,600. The 2017 Item 402 Compensation for our median employee was $69,147. ","ompensation for our median employee was $69,147. The ratio of our CEO&#8217;s Item 402 Compensation to our median employee&#8217;s Item 402 Compensation for fiscal year 2017 is approximately 51 to 1.B"
WST,105770,WEST PHARMACEUTICAL SERVICES INC,472582.0,42962,111," CEO&#146;s pay.&#160; Mr.&nbsp;Green&#146;s 2017 pay, as indicated in our 2017 Summary Compensation Table was $4,756,563 and our median employee&#146;s pay calculated in the same manner was $42,962.&","46;s 2017 pay, as indicated in our 2017 Summary Compensation Table was $4,756,563 and our median employee&#146;s pay calculated in the same manner was $42,962.&#160; The ratio of Mr.&nbsp;Green&#146;s pay to our median worker&#146;s pay as determined under applicable SEC rules, therefore, is 111:1.&"
MGM,789570,MGM Resorts International,1434615.0,36785,396,"nsation of our employees. Using the methodology described below, we determined that the median of the annual total compensation of all our employees,excluding the Chief Executive Officer, was $36,785 ",",579,720, resulting in a ratio of the annual total compensation of our Chief Executive Officer to the median of the annualtotal compensation of all employees included in our calculations of 396 to 1. "
LPLA,1397911,LPL Financial Holdings Inc.,703530.0,78170,95,"ation: $7,419,449&#9642;Median annual total compensation of all employees (other than CEO): $78,170&"," compensation of all employees (other than CEO): $78,170&#9642;Ratio of the annual total compensation of the CEO to the median of the annual total compensation of all employees (other than CEO): 95:1I"
SUI,912593,SUN COMMUNITIES INC,1081860.0,20805,528," on an hourly basis.  The median annual total compensation for these employees in 2017 was $20,805. ","result of the CEO and median employee compensation per above, our CEO pay ratio for 2017 was 528:1. "
FSLR,1274494,"FIRST SOLAR, INC.",1047569.4,116396.6,92,"adjustment, we determined that the annual total compensation of the median employee was $116,396.6.W",tal compensation was 92 times that of the median of the annual total compensation of all employees.T
CINF,20286,CINCINNATI FINANCIAL CORP,4948938.0,91647,54.3," annual compensation calculated for our CEO was $4,978,956 and for our median employee was $91,647. ","et forth in the 2017 Summary Compensation Table later in this proxy statement. The total annual compensation calculated for our CEO was $4,978,956 and for our median employee was $91,647. The resulting ratio for our CEO&#8217;s pay compared with the pay of our median employee for 2017 is 54.3 to 1.P"
OMC,29989,OMNICOM GROUP INC.,2373587.7,40230.30,596,"1, 2017.For 2017, the value of the annual total compensation of the median employee was $40,230.30. ",5. The resulting pay ratio of the annual total compensation of our CEO to the median of the annual total compensation of all of our employees (other than our CEO) for 2017 was approximately 596 to 1. 
CFG,759944,CITIZENS FINANCIAL GROUP INC/RI,826770.0,55118,155,"&nbsp;For 2017, our last completed fiscal year:&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&#x2022;the median of the annual total compensation of all employees of our company (other than our CEO) was $55,118;"," on this information, for 2017 the reasonably estimated ratio of the&#160;annual total compensation of Mr. Van Saun, our Chief Executive Officer, to the median of the annual total compensation of all employees, calculated in a&#160;manner consistent with Item 402(u) of Regulation S-K, was 155 to 1.&"
HWM,4281,Howmet Aerospace Inc.,470187.0,52243,96,"ion on the basis of the proxy statement summary compensation table&#160;rules. The estimated total compensation of the median employee based on this methodology and criteria for 2017&#160;is $52,243. ","ts as an employee of the Company.        Consequently, the annual CEO total compensation is 96 times"
AGR,1634997,"Avangrid, Inc.",244074.0,122037,21,"ntified. After identifying the median employee, we calculated annual total compensation of $122,037 ","K, that the ratio of the CEO Compensationto the total compensation of our median employee was 21:1. "
FDS,1013237,FACTSET RESEARCH SYSTEMS INC,306620.0,15331,204,"e annual total compensation of Mr. Snow.&nbsp;For the fiscal year completed August 31, 2018, the median of the annual total compensation of all employees at FactSet (other than its CEO), was $15,331, ","timate, calculated in a manner consistent with SEC regulations, of the ratio of the annual total compensation of its CEO, to the median of the annual total compensation of all employees was 204 to 1.&"
FICO,814547,FAIR ISAAC CORP,,,,Refer to original file,Refer to original file
TRGP,1389170,Targa Resources Corp.,516035.0,103207,52,"(our &#147;CEO&#148;). For 2017, our last completed fiscal year:  &nbsp;&nbsp;&#149;&nbsp;The median of the annual total compensation of all employees of our company (other than the CEO) was $103,207;",al compensation ofall employees (&#147;CEO Pay Ratio&#148;) was reasonably estimated to be 52 to 1. 
ETSY,1370637,ETSY INC,2059550.0,121150,176,"oyee for2017 in accordance with the requirements of the Summary Compensation Table.  For 2017, the median of the annual total compensation of our employees (other thanMr.&nbsp;Silverman) was $121,150 ","otal compensation of $21,318,301. Based on this information, the ratio of Mr.&nbsp;Silverman&#146;s annual total compensation to the median of the annual total compensation of all employeeswas 176:1. "
FMC,37785,FMC CORP,1259250.0,50370,258,"d that the medianof the annual total compensation of our employees, excluding our CEO, was $50,370, ","l total compensation of our CEOwas $13,011,873. Our 2017 CEO to median employee pay ratio is 258:1.&"
BRO,79282,"BROWN & BROWN, INC.",441406.0,63058,73," Executive Officer Pay RatioFor 2017, our last completed fiscal year:   &#9679;   the median of the annual total compensation of all employees of our company, other than Mr. Powell Brown, was $63,058;","on this information, for 2017 the ratio of the annual total compensation of Mr. Powell Brown to the median of the annual total compensation of all employees, other than Mr. Powell Brown, was 73 to 1.M"
ALGN,1097149,ALIGN TECHNOLOGY INC,1174288.0,12764,920,"ensation for purposes of the 2017 Summary Compensation Table with respect to each of the NEOs.Our median employee compensation as calculated using Summary Compensation Table requirements was $12,764, ","mmary Compensation Table was $11,744,047. Therefore, our CEO to median employee pay ratio is 920:1. "
LYV,1335258,"Live Nation Entertainment, Inc.",7053334.0,24406,2893,"15,760 and the median-compensated employee at Live Nation had annual total compensation of $24,406, ","ur Chief Executive Officer had annual total compensation of $70,615,760 and the median-compensated employee at Live Nation had annual total compensation of $24,406, so the resulting ratio was 2893:1. "
BR,1383312,"BROADRIDGE FINANCIAL SOLUTIONS, INC.",1115608.0,65624,171,"1,216,495.&#8226;The 2018 annual total compensation of our median compensated employee was $65,624.&","employee was $65,624.&#8226;Accordingly, the ratio of Mr. Daly&#8217;s annual total compensation to the annual total compensation of our median compensated employee for fiscal year 2018 was 171 to 1.*"
KEY,91576,KEYCORP /NEW/,757625.0,68875,118,"n S-K.  The median ofthe annual total compensation of all employees, excluding the CEO, is $68,875. ","17 Summary Compensation Table (&#147;SCT&#148;), is $8,146,470. The ratio of the annual total compensationof the CEO to the median of the annual total compensation of all other employees is 118 to 1. "
TXT,217346,TEXTRON INC,,,165,,"DPRXQWV XQGHU 6(&amp; UXOHV. Based upon this   information, for 2017 the ratio of the annual total compensation of Mr. Donnelly   to the annual total compensation of the median employee was 165 to 1. "
J,52988,JACOBS SOLUTIONS INC.,1243470.0,82898,157,"nbsp; &nbsp;&nbsp; Median Employee total annual compensation&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; $82,898&",; Ratio of CEO to Median Employee total annual compensation&nbsp;&nbsp;&nbsp; &nbsp;&nbsp; 157 to 1&
LKQ,1065696,LKQ CORP,420459.0,32343,135,", the median of the annual total compensation of all our employees, other than our CEO, was $32,343;","ay ratio disclosure, was $4,364,508. As a result, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all our employees was approximately 135 to 1.&"
ATO,731802,ATMOS ENERGY CORP,1052545.0,80965,135,"nnual total compensation of our median employee (the &#147;MedianEmployee&#148;), following the same methodology used in computing the annual total compensation of our President and CEO, was $80,965. ","nual total compensation of our President and CEO, was $80,965. The ratio of the annual total compensation of our President and CEO to the annual total compensation of our MedianEmployee was 135 to 1. "
IRM,1020569,IRON MOUNTAIN INC,972076.0,34717,288,"or the year ended December&nbsp;31, 2017:&#149; the median of the annual total compensation of all of our employees other than our CEO as of October&nbsp;1, 2017 was reasonably estimated tobe $34,717;",",982,984; and &#149; based on this information, the ratio of the annual total compensation of our CEO to the median annual total compensation of all of our otheremployees is estimated to be 288 to 1. "
PANW,1327567,Palo Alto Networks Inc,1343310.0,223885,64,"018: &nbsp;&nbsp;&#149;&nbsp; The median of the annual total compensation of all employees (other than Mr.&nbsp;McLaughlin) of ours (includingour consolidated subsidiaries was approximately $223,885. ","&nbsp; Based on the above, for fiscal 2018, the ratio of Mr.&nbsp;McLaughlin&#146;s annual total compensation to themedian of the annual total compensation of all employees was approximately 64 to 1. "
WPC,1025378,W. P. Carey Inc.,,121219,,", who was our CEO during allof&nbsp;2017: For2017, our last completed fiscal year:&#149; the median of the annual total compensation of all employees of our company (other than our CEO), was $121,219;",
AVY,8818,Avery Dennison Corp,889184.0,12016,746,"by companies of similar size,scale and performance. PAY RATIO FOR 2017  &#149; The annual total compensation of our median employee (among all employees except for our CEO) was approximately $12,016. ","68. &#149; Based on this information, a reasonable estimate of the ratio of the annual total compensation of our CEO to the annual total compensation ofour median employee was approximately 746 to 1. "
FLT,1175454,FLEETCOR TECHNOLOGIES INC,5239700.0,34700,1517,"tion paid in foreign currency.The annual total compensation for fiscal year 2017 for our CEO was $52,643,810 as noted in the table above, and for our median&#32;employee it was approximately $34,700. ","foreign currency.The annual total compensation for fiscal year 2017 for our CEO was $52,643,810 as noted in the table above, and for our median&#32;employee it was approximately $34,700. The resulting ratio of our CEO&#8217;s pay to the pay of our median employee for fiscal year 2017 is 1,517 to 1. "
LDOS,1336920,"Leidos Holdings, Inc.",894744.0,99416,93," are providing the following estimated information for 2017:  &nbsp;&#117;&nbsp;&nbsp;the median of the annual total compensation of all our employees (except our Chief Executive Officer) was $99,416;","bsp;&nbsp;the median of the annual total compensation of all our employees (except our Chief Executive Officer) was $99,416;  &nbsp;&#117;&nbsp;&nbsp;the annual total compensation of our Chief Executive officer was $9,221,709; and  &nbsp;&#117;&nbsp;&nbsp;the ratio of these two amounts was 93 to 1. "
TER,97210,"TERADYNE, INC",663110.0,94730,76," median of the annual total compensation of all Teradyne employees (other than the CEO) was $94,730;","6 of this Proxy Statement, was $7,236,688; and &nbsp;&nbsp;&#149;&nbsp; the ratio of the annual total compensation of the CEO to the median of the annual total compensation of all employees was 76:1. "
LSXMA,1560385,Liberty Media Corp,,,223,,sp;  Ratio of Chief Executive Officer to Median Employee Total Annual Compensation&nbsp;&nbsp;223:1&
CPRT,900075,COPART INC,184530.0,36906,5.5,"anization.For fiscal year 2018, our last completed fiscal year:&#8226;the median of the annual total compensation of all employees of our company (other than our chief executive officer), was $36,906;","s $203,005.Based on this information, for fiscal year 2018, the ratio of the annual total compensation of Mr. Adair, our CEO, to the median of the annual total compensation of employees was 5.5 to 1. "
L,60086,LOEWS CORP,623328.0,77916,84,"equal to the total compensation amount reflected in the Summary Compensation Table above, and the median employee from the employee populationdetermined under the SEC rules is $6,527,773 and $77,916, ","Compensation Table above, and the median employee from the employee populationdetermined under the SEC rules is $6,527,773 and $77,916, respectively. This results in a CEO pay ratio estimate of 84:1. "
EQT,33213,EQT Corp,819760.0,102470,81,"160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160; the median of the annual total compensation of all employees of the Company (other than our CEO) was $102,470.&","s $102,470.&nbsp;Based on this information, the ratio of the annualized total compensation of Mr.&nbsp;Schlotterbeck to the median of the annual total compensation of all other employees was 81 to 1.&"
HUBS,1404655,HUBSPOT INC,315000.0,105000,30,"odology and the resulting CEO Pay ratio.For 2017:&nbsp;&#x2022;the annual total compensation of the employee identified at the median of all employees of our company (other than our CEO) was $105,000;","xecutive Officer, was $3,173,838.Based on this information, for 2017 the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was 30 to 1.&"
BAH,1443646,Booz Allen Hamilton Holding Corp,443940.0,110985,44,"l year 2018:&#8226;the median of the annual total compensation of all of our employees was $110,985 ","d Analysis, was $4,922,357&#8226;the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all our employees (the ""Pay Ratio"") was approximately 44 to 1.T"
SPLK,1353283,SPLUNK INC,769110.0,256370,36,"ended January 31, 2018:   &#9679;   The median of the annual total compensation of all employees (other than Mr. Merritt) of ours (including our consolidated subsidiaries) was approximately $256,370. ","   &#9679;   Based on the above, for fiscal 2018, the ratio of Mr. Merritt&#8217;s annual total compensation to the median of the annual total compensation of all employees was approximately 36 to 1.T"
ESS,920522,"ESSEX PROPERTY TRUST, INC.",423290.0,60470,77," 402(u) of Regulation S-K.For 2017, our last completed fiscal year:&#8226;the annual total compensation of the employee who represents our median compensated employee (other than our CEO) was $60,470;","d on this information, for 2017, the annual total compensation of our CEO was approximately 77 times"
IP,51434,INTERNATIONAL PAPER CO /NEW/,1948123.0,84701,230,"fa change in pension value of $7,120,740.Our median employee&#8217;s 2017 compensation was $84,701, ","ension value of $7,120,740.Our median employee&#8217;s 2017 compensation was $84,701, of which 34.2% is comprised ofa change in pension value of $28,980.Our CEO to Median Employee Pay Ratio is 230:1. "
NDSN,72331,NORDSON CORP,,,,Refer to original file,Refer to original file
LNT,352541,ALLIANT ENERGY CORP,,120296,,"uired by SEC rules, we are providing the following information based on reasonable estimates.The median of the annual total compensation of all employees (other than CEO) of the Company was $120,296.T",
RCL,884887,ROYAL CARIBBEAN CRUISES LTD,1319040.0,18320,728,"pulation and identified our median employee. We determined thatthis person was a crew member whose total compensation, calculated consistent with Item&nbsp;402(c) of Regulation&nbsp;S-K, was $18,320. ","mmary Compensation Table, we estimate the ratio of our CEO pay to the median worker's pay is 728:1. "
PEAK,765880,"HEALTHPEAK PROPERTIES, INC.",724304.0,181076,40,"ompleted fiscal year:   &#9679;   The annual total compensation of our median employee was $181,076;","pensation Table, was $7,311,000.Based on the foregoing, the estimated ratio of the annual total compensation of our CEO to the annual total compensation of our median employee was approximately 40:1. "
BG,1144519,BUNGELTD,1288162.0,33899,386,"ast completed fiscal year ending December&#160;31, 2017:&#8226;The median annual total compensation of all employees of our company (other than Mr. Schroder, our Chief Executive Officer), was $33,899 ",tal compensation is 386 times that of the median of the annual total compensation of all employees.I
NTAP,1002047,"NetApp, Inc.",1259736.0,157467,82,"sation Table. We determined that the median employee&#146;s annual total compensation was $157,467. ",scal 2018 ratio of our CEO&#146;s annual total compensation to that of our median employee is 82:1. 
AKAM,1086222,AKAMAI TECHNOLOGIES INC,875688.0,109461,84,"l compensation as determined under Item 402 of Regulation S-K for our median employee was $109,461. ","yee was $109,461. Basedon the foregoing, our estimate of the ratio of our CEO&#146;s annual total compensation to our median employee&#146;s annual total compensation for fiscal year 2017 is 84 to 1. "
EXPE,1324424,"Expedia Group, Inc.",3082928.0,71696,431,"r median compensated employee, we then calculated that employee&#8217;s actual 2017 total annual compensation in accordance with the SEC&#8217;s requirements for reporting named executive officer compensation in the Summary Compensation Table, resulting in 2017 annual total compensation of $71,696. ","g in 2017 annual total compensation of $30,896,418.2017 CEO Pay RatioThe ratio of Mr.&#160;Okerstrom's annual total compensation for 2017 (which included long-term equity incentive compensation awarded in connection with his promotion to the role of President and Chief Executive Officer, as discussed below) to the median employee annual total compensation determined as described above, was 431:1.O"
