Ticker,CIK,Title,CEO,Median,Ratio,Median Source,Ratio Source
LOGI,1032975,LOGITECH INTERNATIONAL S.A.,,14948,,"he shares subject to such PSUs. 81Pay RatioFor fiscal year 2020:&#9642;the median of the annual total compensation of all employees of our company (other than our Chief Executive Officer) was $14,948;",
BRKR,1109354,BRUKER CORP,458928.0,76488,64,";&nbsp;&nbsp;&nbsp;&nbsp;For2019, the annual total compensation of our median employee was $76,488. ","oxy statement, was $4,909,641. Based on this information, the ratio of our Chief Executive Officer's annual total compensation to the annual total compensation of our medianemployee in 2019 was 64:1. "
BWA,908255,BORGWARNER INC,1376059.0,44389,314,"d to employees.The median employee for 2019 is from South Korea, with 2019 compensation of $44,389. ", the ratio of our CEO&#8217;s compensation to our median employee&#8217;s compensation as 314 to 1. 
JAZZ,1232524,Jazz Pharmaceuticals plc,1289286.0,214881,68,"2019, the median of the annual total compensationof our employees (other than our CEO) was $214,881 ","mmary Compensation Table, was $14,713,637. Based on this information, the ratio of the annual total compensation of our CEO to themedian of the annual total compensation of all employees was 68 to 1. "
AGCO,880266,AGCO CORP /DE,1502353.0,48463,315," compensation, we identified the median employee.&#160;The median employee&#8217;s total 2019 compensation, as determined in a manner consistent with our Summary Compensation Table,&#160;was $48,463.&","in a manner consistent with our Summary Compensation Table,&#160;was $48,463.&#160;&#160;&#160;&#160;&#160;Based on this methodology, we estimate the ratio of CEO pay to median employee pay is 315:1. "
DKS,1089063,"DICK'S SPORTING GOODS, INC.",5564060.0,37595,1487,"gulation S-K, resulting in annual total compensation of $10,120 for our median employee and $37,595 "," our Chief Executive Officer) was $10,120 and the ratio of the annual total compensation of our Chief Executive Officer to the median of the annual total compensation of all employees was 1,487 to 1.&"
TEVA,818686,TEVA PHARMACEUTICAL INDUSTRIES LTD,1146315.0,76421,152," pay ratio purposes.  We have estimated the compensation of the 2019 median employee to be $76,421. ","e $76,421. The annual total compensation of our CEO was$11,596,564. The ratio of the annual total compensation of our CEO to that of the annual total compensation of our median employee was 152 to 1. "
LSCC,855658,LATTICE SEMICONDUCTOR CORP,7135842.0,85974,83.6,"s of the annual total compensation of the median employee for fiscal 2019in accordance with the requirements of Item 402(c)(2)(x) of Regulation S-K, resulting in annual total compensation of $85,974. ", and President was 83.6 times that of the median of the annual total compensation of all employees. 
LAMR,1090425,LAMAR ADVERTISING CO/NEW,4942650.0,59550,83.4,"tiveOfficer.  &nbsp; 30 Table of Contents For 2019:  &nbsp;&nbsp;&#149;&nbsp; the annual total compensation of the median of all Company employees (other than its Chief Executive Officer) was$59,550. ","f this proxy statement, was $4,966,110.  Based on this information, for 2019 the ratio ofthe annual total compensation of the Company&#146;s Chief Executive Officer to the annual total compensation of our median employee, as required to be reported pursuant to Item 402 of Regulation S-K, was83.4:1. "
PFGC,1618673,Performance Food Group Co,550456.0,68807,89,",125,935 and the annual total compensation of our median employee, other than our CEO, was $68,807. ","e, other than our CEO, was $68,807. As a result, we estimate the ratio of the annual total compensation of our CEO to the annual total compensation of our median employee for fiscal 2020 was 89 to 1.T"
ALLE,1579241,Allegion plc,839781.0,44199,193,"n this Proxy Statement. Our median employee&#8217;s annual total compensation for 2019 was $44,199. ","nual total compensation for 2019 was $44,199. As a result, the CEO Pay Ratio for 2019 was 193 to 1.G"
BJ,1531152,"BJ's Wholesale Club Holdings, Inc.",993222.0,18393,542,"on Table"".&#160;&#160;&#8226;The annual&#160;total compensation of our median employee was $18,393.&","60;total compensation of our median employee was $18,393.&#160;&#160;&#8226;The ratio of the total annual compensation of our CEO to the annual total compensation of our median employee was 542 to 1.W"
RGA,898174,REINSURANCE GROUP OF AMERICA INC,794353.0,113479,72,"payment.We combined all of the elements of the median employee's compensation for 2019, in accordance with the requirements of the pay ratio rules, resulting in annual total compensation of $113,479. ", the ratio of the annual total compensation of our CEO as compared to our median employee was 72:1.Y
HII,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",804188.0,73108,118,"panies.  For 2019, the annual total compensation of the median employee of our company was $73,108, ","ve, was $8,641,992. Based upon this information, the ratio of the annual total compensation of our CEO, Mr.&nbsp;Petters, to the median of the annual total compensation of all employees was 118 to 1. "
MORN,1289419,"Morningstar, Inc.",333820.0,83455,47,"0;&#160;&#160;&#160;&#160;&#160; The annual total compensation of our median employee, was $83,455.&","60;&#160;&#160;&#160;&#160;&#160;&#160; Based on this information, the ratio of the annual total compensation of Kunal to the annual total compensation of our median employee is estimated to be 47:1.&"
PAG,1019849,"PENSKE AUTOMOTIVE GROUP, INC.",667905.0,44527,155,"ed median of the annual total compensation of our employees other than Mr.&nbsp;Penske, was $44,527;","t was $6,893,752. Basedon this information, the ratio of the annual total compensation of Mr.&nbsp;Penske to the median of the annual total compensation of all employees was estimated to be 155 to 1. "
WRK,1732845,WestRock Co,,,,,
OC,1370946,Owens Corning,605990.0,55090,115,"6,351,566.&nbsp; Median of the annual total compensation of all employees(except the CEO): $55,090. ","5,090. &nbsp; Based on the aboveinformation, for 2019 the ratio of the median of the annual total compensation of all employees to the annual total compensation of the CEO was approximately 1 to 115. "
SNX,1177394,TD SYNNEX CORP,613938.0,7871,788,"d November 30, 2019, the annual total compensation of our median employee was approximately $7,871, ","mmary Compensation Table.  The annual compensation of our CEO, Mr. Polk, was approximately 788 times"
NFE,1749723,New Fortress Energy Inc.,,,,Refer to original file,Refer to original file
RGEN,730272,REPLIGEN CORP,337911.0,112637,39,"2019 Compensation&nbsp;&nbsp;$4,424,560&nbsp; Median Employee 2019 Compensation&nbsp;&nbsp;$112,637&","sp; Median Employee 2019 Compensation&nbsp;&nbsp;$112,637&nbsp; CEO Pay Ratio&nbsp;&nbsp;&nbsp;39:1&"
BKI,1627014,"Black Knight, Inc.",1000390.0,100039,101," CEO, determined as described above, was $10,143,427; and&bull;The median of the annual total compensation of all employees (other than our CEO), determined in accordance with SEC rules,was $100,039.M","   &nbsp;&nbsp;&nbsp;        The ratio of the annual total compensationof our CEO, calculated as described above, to the median of the annual total compensation of all employees for 2019 was 101 to1. "
ZG,1617640,"ZILLOW GROUP, INC.",364719.0,121573,37,"$540,000.  As a result, for 2019, the annual total compensation of our median employee was $121,573 ","as $4,502,366.  Based on this information, for 2019, the estimated ratio of the annual total compensation of our CEO to the median of the annual total compensation of all other employees was 37 to 1. "
LII,1069202,LENNOX INTERNATIONAL INC,1269234.0,70513,188,"ges as derived from the company&#8217;s payroll records.Median Employee Annual Compensation$70,513, "," Pay RatioFor 2019, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees of our company other than our CEO was approximately 188 to 1. "
KNX,1492691,Knight-Swift Transportation Holdings Inc.,466480.0,46648,100," last completed fiscal year:&#8226;The annual total compensation of our median employee was $46,648;"," statement, was $4,645,780. Based on this information, the&#160;ratio&#160;of the annualized annual total compensation of our CEO to the annual total compensation of our median employee was 100 to 1. "
ENTG,1101302,ENTEGRIS INC,494118.0,54902,99,". TheCompany&#146;s median employee&#146;s 2019 annual total compensation was approximately $54,902 ","146;s CEO&#146;s 2019 annual total compensation was $5,426,049. As a result, pursuant to Item 402(u) of Regulation S-K, the Company&#146;s 2019 CEO to median employee pay ratio is approximately 99:1. "
WOLF,895419,"WOLFSPEED, INC.",647166.0,49782,136," for fiscal 2020 was $6,778,359, the total annual compensation for the median employee was $49,782, ","les. The total annual compensation for our CEO for fiscal 2020 was $6,778,359, the total annual compensation for the median employee was $49,782, and the resulting ratio of these amounts is 136 to 1.T"
EXAS,1124140,EXACT SCIENCES CORP,1821904.0,113869,164," the median of the annual total compensation of all our employees (other than our CEO) was $113,869;","as discussed below), was $18,729,996. As a result, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all our employees was approximately 164 to1. "
EWBC,1069157,EAST WEST BANCORP INC,710928.0,78992,94,"quo;.The annual total compensation of our median employee for 2019, excluding the CEO, was $78,992, ","was $7,413,241 as shown on the &ldquo;Summary Compensation Table&rdquo;.The annual total compensation of our median employee for 2019, excluding the CEO, was $78,992, resulting in a ratio of 94 to 1,w"
CASY,726958,CASEYS GENERAL STORES INC,63650000.0,950000,676,"$791,667 as set forth therein, to his full base salaryof $950,000, arrives at a value of $11,457,062 for purposes of calculating the ""pay ratio."" The annual total compensation of our median employee, ","odology as required by the Summary Compensation Table. Therefore, the ratio of the annual totalcompensation of our CEO to that of our median employee for the 2020 fiscal year was approximately 676:1. "
DBX,1467623,"DROPBOX, INC.",,,6,," that employee&#8217;s 401(k) plan, was $244,570. Accordingly, the ratio of the annual total compensation of the CEO to the annual total compensation of the median employee of the company was 6 to 1.T"
CUBE,1298675,CubeSmart,530765.0,27935,192,"#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160;&#160; The median of the annual total compensation of all employees of our company (other than our CEO), was $27,935;","#160;&#160; Based on this information, for 2019, the ratio of the annual total compensation of our Chief Executive Officer to the median of the annual total compensation of all employees is 192 to 1.&"
FFIV,1048695,"F5, INC.",883745.0,176749,54,"al 2019 total annual compensation for the median of all employees, excluding our CEO, was $176,749. "," all employees, excluding our CEO, was $176,749. The resulting ratio of our CEO&#146;s total annual compensation to that of the median of all employees, excluding our CEO, for fiscal 2019 is 54 to 1. "
PNW,764622,PINNACLE WEST CAPITAL CORP,1189908.0,132212,90,"ual compensation of Mr. Brandt, our former CEO and Mr. Guldner, our current CEO. For 2019 the median of the annual total compensation of all employees of our Company (other than our CEO) was $132,212 ","ation methodology defined in Item 402(u) of Regulation S&#8211;K, for 2019, the ratio of the annual total compensation of our CEO to our median employee&#8217;s annual total compensation was 90 to 1.A"
STOR,1538990,STORE CAPITAL Corp,7364520.0,136380,54.5," of RegulationS-K.  For 2019, our last completed fiscal year: &nbsp;&nbsp;&#149;&nbsp; the median of the annual total compensation (inclusive of base salary, bonus and other items, as discussed below) of allemployees of our company (other than our President and Chief Executive Officer) was $136,380;","mation, for 2019, the ratio of the annual total compensation of Mr.&nbsp;Volk, our Presidentand Chief Executive Officer, to the median of the annual total compensation of all employees was 54.5 to 1. "
CUK,1125259,CARNIVAL PLC,1110888.0,15429,723,"le is$11,149,514, the 2019 annual total compensation of our median compensated employee is $15,429, ","ive Officer as set forth in the Summary Compensation Table is$11,149,514, the 2019 annual total compensation of our median compensated employee is $15,429, and the ratio of these amounts is 723 to 1. "
CPRI,1530721,Capri Holdings Ltd,1158864.0,27592,426," United States. &#8226;The estimated annual total compensation for our median employee was $27,592. ","ation Table was $11,755,235.&#8226;The estimated ratio of our Chief Executive Officer&#8217;s annual total compensation to our median employee&#8217;s total compensation for Fiscal 2020 was 426 to 1. "
WHR,106640,WHIRLPOOL CORP /DE/,1391255.0,20765,675,"tal compensation of Marc Bitzer, our Chairman and CEO. For 2019, &nbsp;&nbsp;&#149;&nbsp; The median of the annual total compensation of all of our employees, other than Mr.&nbsp;Bitzer, was $20,765. ","&nbsp;&#149;&nbsp; Based on this information, the ratio of the annual total compensation of Mr.&nbsp;Bitzer to the median of the annual totalcompensation of all employees is estimated to be 675 to 1. "
JEF,96223,Jefferies Financial Group Inc.,850000.0,170000,54,"y, we determined that our median employee&#8217;s fiscal year 2019 total compensation was $170,000. ","on, we estimate that, for 2019, our CEO&#8217;s annual total compensation was approximately 54 times"
TWLO,1447669,TWILIO INC,1151736.0,191956,64,"1, 2019: &nbsp;&nbsp;&#149;&nbsp; the annual total compensation of our median employee was $191,956;","luded in this proxy statement.  Based on thisinformation, for 2019, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all our employees was 64:1. "
ALLY,40729,Ally Financial Inc.,986440.0,123305,86,"n is approximately 86 times our median employee&#8217;s 2019 annual total compensation of $123,305.&","n is approximately 86 times our median employee&#8217;s 2019 annual total compensation of $123,305.&"
FTNT,1262039,"Fortinet, Inc.",856303.0,122329,79,"                                  the annual total compensation of our median employee was $122,329;",                          &#8226;                                    the ratio of the annual total compensation of our CEO to the median of the annual total compensation of our employees was 79 to 1. 
IVZ,914208,Invesco Ltd.,1127538.0,125282,92,"bsp; &#8718; the annual total compensation of our medianemployee (other than our CEO), was $125,282;","nsation of our CEO was$11,518,949.&nbsp;&nbsp;For 2019, the ratio of the annual total compensation of our CEO to the annual total compensation of our median employee (other than our CEO) was 92 to 1.&"
CGNX,851205,COGNEX CORP,364795.0,72959,53,"er. For 2019, our last completed fiscal year:  &nbsp;&nbsp;&#149;&nbsp; The median of the annual total compensation of all employees of our company (other than our Chief ExecutiveOfficer) was $72,959;","ased on this information, for 2019, the ratio of theannual total compensation of our Chief Executive Officer to the median of the annual total compensation of all employees was approximately 53 to 1. "
G,1398659,Genpact LTD,230304.0,9596,241," 2019 annual total compensation for a different median employee, also located in India, was $9,596, "," compensation (taking into account a cost of living adjustment for wages paid to employees outside the U.S.) for our median employee, located in India, was $31,657, resulting in a pay ratio of 241:1.&"
LECO,59527,LINCOLN ELECTRIC HOLDINGS INC,675930.0,45062,155,"e 2019 Summary Compensation Table) to the annual total compensation of our median employee ($45,062)",Annual    Say-on-Pay Advisory Vote    &#10004;    Compensation    aligned with strategic goals and individual performance            &#10004;    Incentive    plans do not encourage excessive risk taking    &#10004;    No    excessive perquisites    &#10004;    Robust    stock ownership guidelines for NEOs    &#10004;    Clawback&nbsp;&nbsp;policy    &#10004;    Double-trigger    &nbsp;change-in-control    &#10004;    Anti-hedging/pledging    &nbsp;policy    &#10004;    CEO    Pay Ratio    155:1 
RNR,913144,RENAISSANCERE HOLDINGS LTD,,208241,,"the 2019 fiscal year:      &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;   Annual Total Compensation   Kevin J. O&#8217;Donnell President and Chief Executive Officer      $10,768,159   Median Employee      $208,241 ",
CMA,28412,COMERICA INC /NEW/,1461677.0,85981,170,"l year:  &nbsp;&nbsp;&#149;&nbsp; the annual total compensation of the median employee was $85,981, ","criminatory health care benefits.  Based on this information, for 2019 the ratio of the annual totalcompensation of Mr.&nbsp;Babb to the annual total compensation of the median employee was 170 to 1. "
ADT,1703056,ADT Inc.,879225.0,58615,159,"December&nbsp;31, 2019, our last completed fiscal year:  -The annual total compensation of the individual identified as the mediancompensated employee of the Company (other than our CEO) was $58,615. ","as $9,343,259.  As a result, for fiscal 2019, the ratio of the annual totalcompensation of Mr.&nbsp;DeVries, our CEO, to the annual total compensation of the median compensated employee was 159 to 1. "
PEN,1321732,Penumbra Inc,71088.0,71088,10,"ermining our 2019 pay ratio, we combined all elements of our median employee&#8217;s compensation for 2019 using the same methodology that we used for calculating Mr. Elsesser&#8217;s total compensation shown in the 2019 Summary Compensation Table, resulting in annual total compensation of $71,088. ","mpensation Table, was $726,690. Based on this information, the ratio of the annual total compensation of Mr. Elsesser to the annual total compensation of our median employee was approximately 10 to 1 "
AAL,6201,American Airlines Group Inc.,1100574.0,61143,189,"itions with fewer educational and training requirements and larger applicant pools. For 2019, the median annual total compensation of all team members across American (other than ourCEO) was $61,143, "," Compensation Table&#148; above. Based on this information, the ratio of the annual total compensation of our CEO to the median annualtotal compensation of all employees was estimated to be 189 to 1. "
PSTG,1474432,"Pure Storage, Inc.",793636.0,198409,44," compensation components. For fiscal 2020, the median of the annual total compensation of all employees of Pure (other than our Chief Executive Officer), based on the selected employee, was $198,409, ","selected employee, was $198,409, and based on the annual total compensation for our Chief Executive Officer of $8,725,180, our ratio of Chief Executive Officer pay to median employee pay was 44 to 1. "
AAP,1158449,ADVANCE AUTO PARTS INC,759057.0,19463,395,"Compensation table was $7,691,513&#32;for 2019 and the median Team Member compensation was $19,463. ","d the median Team Member compensation was $19,463. The result of this analysis is a ratio of 395:1.T"
LSI,944314,"LIFE STORAGE, INC.",344927.0,31357,112,"PEO) is as follows: &nbsp;&nbsp;&nbsp; Medianemployee&#146;s annual total compensation&nbsp;$31,357&",";Joseph Saffire, our PEO&nbsp;$3,519,327 Ratio of Mr.&nbsp;Joseph Saffire&#146;sannual total compensation to the median employee&#146;s annual total compensation&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;112 to 1 "
CHDN,20212,Churchill Downs Inc,1041480.0,23670,447," our median employee was a full-time, hourly employee with an annual total compensation of $23,670. ","bsp; CEO Annual Total Compensation&nbsp;&nbsp;$10,601,294&nbsp; Pay Ratio&nbsp;&nbsp;&nbsp;447 to 1&"
PAA,1070423,PLAINS ALL AMERICAN PIPELINE LP,327000.0,109000,38,";        The annual total compensation for the median employee for 2019 was approximately $109,000. ","                   &#160;                    &#8226;        The annual total compensation for the median employee for 2019 was approximately $109,000.         &#8203;        &#8226;        The ratio of Mr.&#160;Chiang&#8217;s pay to the pay of our median employee for 2019 was approximately 38 to 1. "
OLN,74303,OLIN Corp,6263596.9,93907,66.77," the 2019 pay ratio calculation. For the 12-month period ended December&#160;31, 2019, the median employee had gross earnings (wages, overtime pay and variable compensation) of approximately $93,907. ","oyee in 2019. Based on the information described below, for 2019, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was 66.77 to 1.W"
WSM,719955,WILLIAMS SONOMA INC,1700964.0,11493,1482,"ve. Based on reasonable estimates, the annual total compensation of the Median Employee was $11,493 ","scal 2019. Accordingly, for fiscal 2019, the ratio of the annual totalcompensation of our Chief Executive Officer to the median annual total compensation of all of our other employees was 1,482 to 1. "
REXR,1571283,"Rexford Industrial Realty, Inc.",,107693,," above, was $6,012,151&#32;for each Co-CEO.&#8226;the annual total compensation of the employee who represents our median compensated employee (other than Mr. Schwimmer and Mr. Frankel) was $107,693.B",
RHI,315213,ROBERT HALF INTERNATIONAL INC.,732822.0,19806,375,"e median of the annual total compensation of allCompany employees (other than our CEO) was $19,806, ","s CEO on the last day of thefiscal year-end. Accordingly, for 2019, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was 375 to 1. "
BERY,1378992,"BERRY GLOBAL GROUP, INC.",551782.0,50162,111," The median of the annual total compensation of all our employees, other than our CEO, was $50,162. ", estimate that for fiscal 2019 our CEO&#8217;s annual total compensation was approximately 111 times
PLUG,1093691,PLUG POWER INC,314484.0,78621,47,"arsh, our PEO, of $3,695,570 as shown in the Summary Compensation Table above, was approximately 47 times the annual totalcompensation of $78,621 of the median employee calculated in the same manner. ","arsh, our PEO, of $3,695,570 as shown in the Summary Compensation Table above, was approximately 47 times the annual totalcompensation of $78,621 of the median employee calculated in the same manner. "
TTEK,831641,TETRA TECH INC,586688.0,73336,89,"n, which was earned but not realized, was $6,499,036; the median associate compensation was $73,336;",",036; the median associate compensation was $73,336; and ourestimate of the CEO pay ratio was 89:1. "
NVCR,1645113,NovoCure Ltd,616122.0,102687,69,"e median of the 2019 annual total compensation of our employees, excluding our CEO, to be $102,687. ","r 1, 2018 to October 31, 2019 as explained below, was $7,069,294. The ratio of the total compensation of our CEO to the estimated median of the annual total compensation of our employees was 69 to 1. "
CFR,39263,"CULLEN/FROST BANKERS, INC.",4724664.0,56246,84.7,"ompensation in 2019 of $4,763,232.Our median employee&#146;s total annual compensation was $56,246. ","9 of $4,763,232.Our median employee&#146;s total annual compensation was $56,246. As a result, the ratio of Mr.&nbsp;Green&#146;s compensation to that of our median employee was approximately 84.7:1. "
HALO,1159036,"HALOZYME THERAPEUTICS, INC.",476192.0,238096,25,"ion Table. The total compensation for the median employee (excluding the CEO) in 2019 was $238,096. ","he CEO) in 2019 was $238,096. Therefore, Dr. Torley&#8217;s total compensation for 2019 was 25 times"
JLL,1037976,JONES LANG LASALLE INC,80000.0,10000,87," After identifying the median employee, we calculated the median employee&rsquo;s 2019 compensation. We identified and included the elements of such compensation in accordance with the requirements of Item 402(c)(2)(x) of Regulation S-K (including personal benefits that aggregated less than $10,000)"," located). Using these calculations, our median employee received approximately $106,000 in compensation in 2019 and our Chief Executive Officer received $9,298,663, which yields a pay ratio of 87:1.A"
UNM,5513,Unum Group,917952.0,65568,148,"hard McKenney, our Chief Executive Officer, was $9,727,186. The 2019          annual total compensation of the median employee determined on this same basis as of December&#160;31, 2019, was $65,568. ","r, was $9,727,186. The 2019          annual total compensation of the median employee determined on this same basis as of December&#160;31, 2019, was $65,568. The ratio of these amounts was 1-to-148. "
HAS,46080,"HASBRO, INC.",1741767.0,75729,237,"median of our global population of employees(excluding the CEO). We determined that person&#146;s total compensation (as would be computed for purposes of the Summary Compensation Table) was $75,729. ","The 2019 total compensation for our CEO, as shown in our Summary Compensation Table on page60, was $17,960,878.&nbsp;As a result, our estimate of the ratio of CEO pay to median employee pay is 237:1. "
FRT,34903,FEDERAL REALTY INVESTMENT TRUST,666630.0,111105,69,"s $7,630,858 and the total annual compensation paid toour median paid employee in 2019 was $111,105 ","ual compensation paid toour median paid employee in 2019 was $111,105 resulting in a ratio of 69:1. "
NNN,751364,"NATIONAL RETAIL PROPERTIES, INC.",592914.0,98819,63,"he Chief Executive Officer) as of December 31, 2019.  Once we identified our median employee, we combined all of the elements of such employee&#8217;s compensation for 2019 in accordance with the requirements of Item 402(c)(2)(x) of Regulation S-K, resulting in annual total compensation of $98,819. ",".  Based on the foregoing, our estimate of the ratio of the annual total compensation of our Chief Executive Officer to the median of the annual total compensation of all other employees was 63 to 1. "
FND,1507079,"Floor & Decor Holdings, Inc.",238770.0,23877,101,"ee. &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;ForFiscal 2019:&#149; The median of the annual total compensation of all employees of our company (other than our CEO) was determined to be $23,877;","p;&nbsp;&nbsp;&nbsp;&nbsp;Basedon this information, for Fiscal 2019, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was 101to 1. "
EME,105634,"EMCOR Group, Inc.",1055222.0,55538,192,"ning January&#160;1, 2019:                           (i)                                    The median of the annual total compensation of all of our employees, determined as described below and excluding Mr.&#160;Guzzi, our Chairman, President and Chief Executive Officer, was approximately $55,538;",zzi&#8217;s 2019 annual total compensation was approximately 192 times that of our median employee. 
OGE,1021635,OGE ENERGY CORP.,553895.0,110779,58,"Proxy Statement on page 42. For 2019, the median employee's annual total compensation was $110,779. ","was $6,447,313. Based on this information, for 2019, the ratio of the annual total compensation of Mr. Trauschke, our CEO, to the median of the annual total compensation of all employees was 58 to 1.W"
USFD,1665918,US Foods Holding Corp.,741969.0,82441,94,"                                       median of the annual total compensation of all our employees (other than Mr. Satriano,                                         our Chairman and CEO) was $82,441;","1,847.&nbsp;Basedon this information, the ratio of the annual total compensation of our Chairman and CEO to the median of the annual total compensationof all our employees is estimated to be 94 to 1.&"
CBSH,22356,COMMERCE BANCSHARES INC /MO/,350484.0,58414,63,"nts that the Company believes will significantly impact the pay ratio disclosure.For 2019, the median of the annual total compensation of all employees of the Company (other than our CEO) was $58,414;","ation of the CEO was $3,692,831. Based on this information, for 2019 the ratio of the annual total compensation of the CEO to the median of the annual total compensation of all employees was 63 to 1.T"
MASI,937556,MASIMO CORP,,117628,,"mpensation of our CEO, Mr. Kiani.For 2019, our most recently completed fiscal year:&#8226;the median of the annual total compensation of all employees of our Company (other than our CEO) was $117,628;",
RRX,82811,REGAL REXNORD CORP,671650.0,13433,501,"kham was $6,730,794.&nbsp;&middot;The annual total compensation of our median employee was $13,433.&","t;Based on the above information, the ratio of the annual total compensationof Mr.&nbsp;Pinkham to the median of the annual total compensation of all other employees is estimated to be&nbsp;501 to 1.&"
NOV,1021860,NOV Inc.,924732.0,51374,180,"our &#147;CEO&#148;):  For 2019, our last completed fiscal year: &nbsp;&nbsp;&#149;&nbsp; the median of the annual total compensation of all employees of our company (other than our CEO), was $51,374;","ation, for 2019 the ratio of the annual total compensation of Mr.&nbsp;Clay&nbsp;C. Williams, our Chief Executive Officer, to the medianof the annual total compensation of all employees was 180 to 1. "
RL,1037038,RALPH LAUREN CORP,1217406.0,21358,570,"nbsp;The annual total compensation of the median employee, other than Mr.&nbsp;Louvet, was $21,358. ","ensation was $12,170,470.  &nbsp;&#149;&nbsp;The ratio of the annual total compensation of Mr.&nbsp;Louvet to the median of the annual total compensation of our employees is estimated to be 570 to 1. "
CHE,19584,CHEMED CORP,977306.0,44423,226,"tem 402(c)(2)(x), as detailed in the Summary Compensation Table.&#160; We divided this by the median      employee&#8217;s total annual compensation.&#160; The ratio is $10,019,850 divided by $44,423 ","Non-Qualified Deferred Compensation Table above.    Executive Pay Ratio            The compensation of our Chief Executive Officer in 2019 was approximately 226 times the median pay of our full-time, "
ACHC,1520697,"Acadia Healthcare Company, Inc.",752668.0,26881,287," Ms.&nbsp;Osteen, our Chief Executive Officer: &nbsp;&nbsp;&#149;&nbsp; the median of the annual total compensation of all employees of the Company (other than our Chief ExecutiveOfficer) was $26,881;","on this information, for 2019, the ratio of theannual total compensation of Ms.&nbsp;Osteen, our Chief Executive Officer, to the median of the annual total compensation of all employees was 287 to 1. "
UGI,884614,UGI CORP /PA/,,73403,,"&nbsp;$7,504,202Annual total compensation of our median employee for Fiscal 2020&nbsp;&nbsp;$73,403R",
DISH,1001082,DISH Network CORP,54685.0,54685,18,"to determine the median employee.&nbsp;The total compensation of our median employee, using the same methodology we use for Mr.&nbsp;Carlson&#146;s Summary Compensation Table compensation, is $54,685 ","nsation Table compensation, is $54,685 and total compensation of Mr.&nbsp;Carlson is $1,007,020. Therefore, our Chief Executive Officer to median employee pay ratio calculation is approximately 18:1.&"
NRG,1013871,"NRG ENERGY, INC.",919064.0,114883,80,"y 80 times the total compensation of a median employee, calculated in the same manner, of $114,883.&","9,146,053, as shown in the Summary Compensation Table (CEO Compensation), was approximately 80 times"
CTLT,1596783,"Catalent, Inc.",9116886.0,54921,166.9,"ry Compensation Table on page 51. The median employee&#146;s annual total compensation was $54,921. ","#147;Total&#148; column of the Summary Compensation Table. Accordingly, the ratio of our CEO&#146;s total compensation to our median employee&#146;s total compensation for fiscal 2020 was 166.9 to 1. "
CLF,764065,CLEVELAND-CLIFFS INC.,1564995.0,104333,154,"l Compensation, as shown below:CEO PAY RATIO&#160;Median Employee Annual Total Compensation$104,333C","l Compensation$104,333CEO Annual Total Compensation$16,066,089CEO to Median Employee Pay Ratio154:1M"
AA,1675149,Alcoa Corp,1203480.0,100290,129,"1;$12,963,461 &nbsp;&#149;&nbsp; Our median employee&#146;s annual total compensation&#151;$100,290 ","employee&#146;s annual total compensation&#151;$100,290 &nbsp;&#149;&nbsp; Ratio of Mr.&nbsp;Harvey&#146;s annual total compensation to our median employee&#146;s annual total compensation&#151;129:1 "
MANH,1056696,MANHATTAN ASSOCIATES INC,909200.0,90920,101,"ue of $2,513,411. &nbsp;Our Median Employee&#8217;s annual total compensation for 2019 was $90,920. ",l total compensation of our employees: Our CEO to Median Employee pay ratio is approximately 101:1. 
COLD,1455863,AMERICOLD REALTY TRUST,408340.0,40834,108,"calculated in a manner consistent with the Pay Ratio Rules.The 2019 annual total compensation of the median Associate identified by the Company, and as described in further detail below, was $40,834, ","tal annual compensation of our CEO was $4,397,953. Based on this information, the ratio of the median annual total compensation of all Associates to the annual total compensation of our CEO is 1:108. "
CIEN,936395,CIENA CORP,180000.0,20000,97,", in order to betteralign with the market median for certain compensation elements, for fiscal 2019 the Board of Directors increased the annual retainer for the lead independent director from $20,000 ","p;11,016,365&nbsp; &nbsp; &nbsp;&nbsp; &nbsp;Median Employee Annual Total Compensation &nbsp;&nbsp;&nbsp; &nbsp; &nbsp;&nbsp; &nbsp; $&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;113,412&nbsp; &nbsp; &nbsp;&nbsp; &nbsp;CEO to Median Employee Pay Ratio &nbsp;&nbsp;&nbsp; &nbsp; &nbsp;&nbsp; &nbsp; 97:1&"
CMS-PB,201533,CONSUMERS ENERGY CO,8092269.0,110853,73.0,"and Nonqualified Deferred Compensation	All Other Comp	Total	Ratio						Median Employee (1)	$110,853&"," Poppe was $8,986,702. Based on this information the ratio of the annual total compensation of the President and CEO to the median of the annual total compensation of all CMS employees was 73.0 to 1. "
