Ticker,CIK,Title,CEO,Median,Ratio,Median Source,Ratio Source
DAR,916540,DARLING INGREDIENTS INC.,761348.0,54382,147," Mr.&nbsp;Stuewe, our Chief Executive Officer. Ratio  For 2020, &nbsp;&#8718;&nbsp;&nbsp; The median of the annual total compensation of all of our employees, other than Mr.&nbsp;Stuewe, was $54,382. ","#8718;&nbsp;&nbsp; Based on this information, the ratio of the annual total compensation of Mr.&nbsp;Stuewe to the median of the annual totalcompensation of all employees is estimated to be 147 to 1. "
CCL,815097,CARNIVAL CORP,1330399.0,27151,490,"le is$13,306,097, the 2020 annual total compensation of our median compensated employee is $27,151, ","ive Officer as set forth in the Summary Compensation Table is$13,306,097, the 2020 annual total compensation of our median compensated employee is $27,151, and the ratio of these amounts is 490 to 1. "
FIVE,1177609,"FIVE BELOW, INC",1678276.0,7426,2260,"hin that group. Finally, we determined that median employee&#146;s total compensation, using the same methodology usedfor our Named Executive Officers in the Summary Compensation Table, to be $7,426, ","mber 2020 as discussed in &#147;Compensation Discussion and Analysis&#148; above. Based upon this methodology, we estimate that the ratio of CEO pay to median employee pay for fiscal 2020 is 2,260:1. "
LOGI,1032975,LOGITECH INTERNATIONAL S.A.,1098968.0,10567,1043," shares subject to such PSUs. Pay RatioFor fiscal year 2021&#58;&#9642;the median of the annual total compensation of all employees of our company (other than our Chief Executive Officer) was $10,567&","s $11,026,105.Based on this information, for fiscal year 2021 the ratio of the annual total compensation of Mr. Darrell to the median of the annual total compensation of all employees was 1,043 to 1. "
BRKR,1109354,BRUKER CORP,402768.0,67128,61,"of our median employee. For 2020, the annual total compensation of our median employee was $67,128. ","tatement, was $4,081,963. Based on this information, the ratio of our Chief Executive Officer&#146;s annual total compensation to the annual total compensation of our medianemployee in 2020 was 61:1. "
BWA,908255,BORGWARNER INC,968750.0,31250,311,"d to employees.&nbsp;The median employee for 2020 is from Poland, with 2020 compensationof $31,250. ",e the ratio of our CEO&rsquo;s compensationto our median employee&rsquo;s compensation as 311 to 1. 
JAZZ,1232524,Jazz Pharmaceuticals plc,1174677.3,234935.46,54,"0, the median of the annual total compensationof our employees (other than our CEO) was $234,935.46 ","mmary Compensation Table, was $12,573,300. Based on this information, the ratio of the annual total compensation of our CEO tothe median of the annual total compensation of all employees was 54 to 1. "
DKS,1089063,"DICK'S SPORTING GOODS, INC.",5442946.0,36046,1511," calculation, the median annual total compensation of the remaining full-time employees is $36,046. "," Chief Executive Officer) was $10,440&#59; and &#8226;The ratio of the annual total compensation of our Chief Executive Officer to the annual total compensation of our median employee was 1,511 to 1.T"
CDAY,1725057,Ceridian HCM Holding Inc.,996385.0,76645,137,",528,933, and the total annual compensation of our median employee for fiscal year 2020 of $76,645. ","mate of this ratio is 137:1, and is based on Mr. Ossip&#8217;s 2020 total annual compensation of $10,528,933, and the total annual compensation of our median employee for fiscal year 2020 of $76,645. "
TEVA,818686,TEVA PHARMACEUTICAL INDUSTRIES LTD,1571548.0,71434,220,"tions. 2020 Pay Ratio  We have estimated the compensation of the 2020 medianemployee to be $71,434. "," $71,434. The annual total compensation of our CEO was $15,724,518. The ratio of the annual total compensation of our CEO to that of the annual total compensation of our median employee was 220 to 1. "
LSCC,855658,LATTICE SEMICONDUCTOR CORP,7199192.0,93496,77.3,"nnual total compensation of the median employee for fiscal 2020 inaccordance with the requirements of Item 402(c)(2)(x) of Regulation&nbsp;S-K,&nbsp;resulting in annual total compensation of $93,496. ", and President was 77.3 times that of the median of the annual total compensation of all employees. 
LAMR,1090425,LAMAR ADVERTISING CO/NEW,3904636.0,62978,62.1,"p;E. Reilly, its Chief ExecutiveOfficer.  For 2020:  &nbsp;&nbsp;&#149;&nbsp; the annual total compensation of the median of all Company employees (other than its Chief Executive Officer) was$62,978. ","f this proxy statement, was $3,912,660.  Based on this information, for 2020 the ratio ofthe annual total compensation of the Company&#146;s Chief Executive Officer to the annual total compensation of our median employee, as required to be reported pursuant to Item 402 of Regulation S-K, was62.1:1. "
PFGC,1618673,Performance Food Group Co,767080.0,76708,107,",228,550 and the annual total compensation of our median employee, other than our CEO, was $76,708. ",", other than our CEO, was $76,708. As a result, we estimate the ratio of the annual total compensation of our CEO to the annual total compensation of our median employee for fiscal 2021 was 107 to 1.T"
ALLE,1579241,Allegion plc,857310.0,57154,154,"n this Proxy Statement. Our median employee&#8217;s annual total compensation for 2020 was $57,154. ","nual total compensation for 2020 was $57,154. As a result, the CEO Pay Ratio for 2020 was 154 to 1.G"
BJ,1531152,"BJ's Wholesale Club Holdings, Inc.",1605440.0,11072,1459,"				&nbsp;						&#8226;						The annual&nbsp;total compensation of our median employee was $11,072.	",",072.										&nbsp;			&nbsp;			&nbsp;										&nbsp;						&#8226;						The ratio of the total annual compensation of our CEO to the annual total compensation of our median employee was 1,459 to 1.	"
RGA,898174,REINSURANCE GROUP OF AMERICA INC,,117324,,"payment.We combined all of the elements of the median employee's compensation for 2020, in accordance with the requirements of the pay ratio rules, resulting in annual total compensation of $117,324. ",
HII,1501585,"HUNTINGTON INGALLS INDUSTRIES, INC.",640170.0,71130,91,"panies.  For 2020, the annual total compensation of the median employee of our company was $71,130, ","ove, was $6,440,417. Based upon this information, the ratio of the annual total compensation of our CEO, Mr.&nbsp;Petters, to the median of the annual total compensation of all employees was 91 to 1. "
MORN,1289419,"Morningstar, Inc.",719040.0,59920,126,"o&nbsp;For 2020:&nbsp;&#183;&nbsp;The annual total compensation of our median employee was $59,920.&","able, was $7,579,731.&nbsp;&#183;&nbsp;Based on this information, the ratio of the annual total compensation of Kunal to the annual total compensation of our median employee is estimated to be 126:1.&"
PAG,1019849,"PENSKE AUTOMOTIVE GROUP, INC.",569452.0,43804,137,"er 34,585&#160;shares ($2,406,078).CEO Pay Ratio. For 2020, the estimated median of the annual total compensation of our employees other than Mr.&#160;Penske, our Chief Executive Officer, was $43,804 "," was $5,979,555. Based on this information, the ratio of the annual total compensation of Mr.&#160;Penske to the median of the annual total compensation of all employees was estimated to be 137 to 1.T"
WRK,1732845,WestRock Co,,,,,
OC,1370946,Owens Corning,729276.0,60773,124,",549,789.&nbsp; Median of the annual total compensation of all employees (except the CEO): $60,773.&","60,773.&nbsp; Based on the above information, for 2020 the ratio of the median of the annual total compensationof all employees to the annual total compensation of the CEO was approximately 1 to 124. "
SNX,1177394,TD SYNNEX CORP,520050.0,6934,757,"d November 30, 2020, the annual total compensation of our median employee was approximately $6,934, ","mmary Compensation Table.  The annual compensation of our CEO, Mr. Polk, was approximately 757 times"
RGEN,730272,REPLIGEN CORP,,,45,,"bsp;&nbsp;5,066,061 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; Median Employee 2020 Compensation&nbsp;&nbsp; $ 112,307 &nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp; CEO Pay Ratio&nbsp;&nbsp; &nbsp; 45:1 "
BKI,1627014,"Black Knight, Inc.",1528830.0,84935,189,"                Knight, Inc.    72    &nbsp;    &nbsp;    &bull;Themedian of the annual total compensation of all employees (other than our CEO), determined in accordance with SEC rules, was $84,935.&","2(u) of Regulation S-K.&nbsp;Theratio of the annual total compensation of our CEO, calculated as described above, to the median of the annual total compensationof all employees for 2020 was 189 to 1. "
ZG,1617640,"ZILLOW GROUP, INC.",775855.0,155171,54,"on Table.  As a result, for 2020, the annual total compensation of our median employee was $155,171 ","as $8,446,226.  Based on this information, for 2020, the estimated ratio of the annual total compensation of our CEO to the median of the annual total compensation of all other employees was 54 to 1. "
LII,1069202,LENNOX INTERNATIONAL INC,1402918.0,63769,227,"rived from the company&#8217;s payroll records.Median Employee Annual Compensation for 2020$63,769, "," Pay RatioFor 2020, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees of our company other than our CEO was approximately 227 to 1. "
KNX,1492691,Knight-Swift Transportation Holdings Inc.,555552.0,46296,126,"t completed fiscal year&#58;&#8226;The annual total compensation of our median employee was $46,296&"," statement, was $5,834,698. Based on this information, the&#160;ratio&#160;of the annualized annual total compensation of our CEO to the annual total compensation of our median employee was 126 to 1. "
ENTG,1101302,ENTEGRIS INC,,72126,,"e Company&#8217;s median employee&#8217;s 2020 annual total compensation was approximately $72,126, ",
WOLF,895419,"WOLFSPEED, INC.",1212444.0,67358,182,"for fiscal 2021 was $12,275,822, the total annual compensation for the median employee was $67,358, ","es. The total annual compensation for our CEO for fiscal 2021 was $12,275,822, the total annual compensation for the median employee was $67,358, and the resulting ratio of these amounts is 182 to 1. "
EXAS,1124140,EXACT SCIENCES CORP,1991088.0,110616,182," the median of the annual total compensation of all our employees (other than our CEO) was $110,616;","as discussed below), was $20,149,894. As a result, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all our employees was approximately 182 to1. "
EWBC,1069157,EAST WEST BANCORP INC,620634.0,88662,78,"dquo; The annualtotal compensation of our median employee for 2020, excluding the CEO, was $88,662, ","was $6,933,775 as shown in the &ldquo;Summary Compensation Table.&rdquo; The annualtotal compensation of our median employee for 2020, excluding the CEO, was $88,662, resulting in a ratio of 78 to 1, "
CASY,726958,CASEYS GENERAL STORES INC,809004.0,19262,425,"#160;Rebelez, as provided in the Summary Compensation Table, was $8,186,093. The annual total compensation of our median employee, a part-time store team member located in rural Indiana, was $19,262, ","dology as required by the Summary Compensation Table. Therefore, the ratio of the annual total compensation of our CEO to that of our median employee for the 2021 fiscal year was approximately 425:1.T"
DBX,1467623,"DROPBOX, INC.",,,5,," that employee&#8217;s 401(k) plan, was $269,214. Accordingly, the ratio of the annual total compensation of the CEO to the annual total compensation of the median employee of the company was 5 to 1.T"
CUBE,1298675,CubeSmart,592740.0,29637,201,"roviding the following information forthe year ended December&nbsp;31, 2020:&nbsp;&middot;The median of the annual total compensation of all employees of our company (other than our CEO), was $29,637;","&nbsp;&middot;Based on this information for 2020, the ratio of the annual total compensation of our Chief Executive Officer to the medianof the annual total compensation of all employees is 201 to 1.&"
FFIV,1048695,"F5, INC.",995650.0,199130,55,"al 2020 total annual compensation for the median of all employees, excluding our CEO, was $199,130. ","all employees, excluding our CEO, was $199,130. The resulting ratio of our CEO&#8217;s total annual compensation to that of the median of all employees, excluding our CEO, for fiscal 2020 is 55 to 1. "
PNW,764622,PINNACLE WEST CAPITAL CORP,577588.0,144397,47,"tal compensation to the total annual compensation ofMr. Guldner, our current CEO. For 2020 the median of the annual total compensation of all employees of our Company (other thanour CEO) was $144,397 ","ulation methodology defined in Item 402(u)of Regulation S&ndash;K, for 2020, the ratio of the annual total compensation of our CEO to our median employee&rsquo;s annualtotal compensation was 47 to 1.&"
STOR,1538990,STORE CAPITAL Corp,8204470.0,112390,73.1," the median of the annual total compensation (inclusive of base salary, bonus and other items, as discussed below) of allemployees of our company (other than our Chief Executive Officer) was $112,390;","tion, for 2020, the ratio of the annual total compensation of Mr.&nbsp;Volk, our Chief Executive Officerfor fiscal 2020, to the median of the annual total compensation of all employees was 73.1 to 1. "
CUK,1125259,CARNIVAL PLC,1330399.0,27151,490,"le is$13,306,097, the 2020 annual total compensation of our median compensated employee is $27,151, ","ive Officer as set forth in the Summary Compensation Table is$13,306,097, the 2020 annual total compensation of our median compensated employee is $27,151, and the ratio of these amounts is 490 to 1. "
CPRI,1530721,Capri Holdings Ltd,802404.0,25884,317," United States. &#8226;The estimated annual total compensation for our median employee was $25,884. ","sation Table was $8,193,425.&#8226;The estimated ratio of our Chief Executive Officer&#8217;s annual total compensation to our median employee&#8217;s total compensation for Fiscal 2021 was 317 to 1. "
WHR,106640,WHIRLPOOL CORP /DE/,1702701.0,22113,772,"rmance against the pre-established performance goals. For 2020,  &nbsp;&nbsp;&#149;&nbsp; The median of the annual total compensation of all of our employees, other than Mr.&nbsp;Bitzer, was $22,113. ","&nbsp;&#149;&nbsp; Based on this information, the ratio of the annual total compensation of Mr.&nbsp;Bitzer to the median of the annual totalcompensation of all employees is estimated to be 772 to 1. "
JEF,96223,Jefferies Financial Group Inc.,1729900.0,172990,109,"gy, we determined that ourmedian employee&rsquo;s fiscal year 2020 total compensation was $172,990. ","on, we estimate that, for 2020,our CEO&rsquo;s annual total compensation was approximately 109 times"
TWLO,1447669,TWILIO INC,1306697.0,186671,74,"1, 2020: &nbsp;&nbsp;&#149;&nbsp; the annual total compensation of our median employee was $186,671;","luded in this proxy statement.  Based on thisinformation, for 2020, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all our employees was 74:1. "
ALLY,40729,Ally Financial Inc.,1071378.0,97398,119,"n is approximately 119 times our median employee&#8217;s 2020 annual total compensation of $97,398.&","n is approximately 119 times our median employee&#8217;s 2020 annual total compensation of $97,398.&"
FTNT,1262039,"Fortinet, Inc.",1046150.0,149450,71,"                                  the annual total compensation of our median employee was $149,450;", &#8203;                  &#8226;                                    the ratio of the annual total compensation of our CEO to the median of the annual total compensation of our employees was 71 to 1. 
IVZ,914208,Invesco Ltd.,1050574.0,150082,78,"&#149;&nbsp;the annual total compensation of our median employee (other than our CEO), was $150,082;","mpensation Table was $11,747,102.  As aresult for 2020, the ratio of the annual total compensation of our CEO to the annual total compensation of our median employee (other than our CEO) was 78 to 1. "
CGNX,851205,COGNEX CORP,318792.0,79698,44,"er. For 2020, our last completed fiscal year:  &nbsp;&nbsp;&#149;&nbsp; The median of the annual total compensation of all employees of our company (other than our Chief ExecutiveOfficer) was $79,698;","ased on this information, for 2020, the ratio of theannual total compensation of our Chief Executive Officer to the median of the annual total compensation of all employees was approximately 44 to 1. "
G,1398659,Genpact LTD,191045.0,10055,194,"2020 annual total compensation for a different median employee, also located in India, was $10,055, "," compensation (taking into account a cost of living adjustment for wages paid to employees outside the U.S.) for our median employee, located in India, was $27,246, resulting in a pay ratio of 194:1.&"
LECO,59527,LINCOLN ELECTRIC HOLDINGS INC,684782.0,48913,145,"e 2020 Summary Compensation Table) to the annual total compensation of our median employee ($48,913)","&#10004;    CEO Pay Ratio    145:1    ENVIRONMENTAL, SOCIAL &amp; GOVERNANCE (ESG) POLICIES AND ENVIRONMENTAL GOALS    Compensation and Executive Development Committee oversight of corporate culture, "
RNR,913144,RENAISSANCERE HOLDINGS LTD,9493548.0,186148,51.3,"mary Compensation Table rules, for the 2020 fiscal year:&nbsp;    &nbsp;Annual Total Compensation&nbsp;    Kevin J. O&rsquo;Donnell&nbsp;    $9,556,635&nbsp;    President and Chief Executive Officer&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;    &nbsp;&nbsp;&nbsp;    Median Employee&nbsp;    $186,148&","e 2020 fiscal year:&nbsp;    &nbsp;Annual Total Compensation&nbsp;    Kevin J. O&rsquo;Donnell&nbsp;    $9,556,635&nbsp;    President and Chief Executive Officer&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;    &nbsp;&nbsp;&nbsp;    Median Employee&nbsp;    $186,148&nbsp;    Ratio&nbsp;    &nbsp;51.3:1&"
CMA,28412,COMERICA INC /NEW/,459140.0,91828,55,"last completed fiscal year:&#149; the annual total compensation of the median employee was $91,828, ","ory health care benefits. Basedon this information, for 2020 the ratio of the annual total compensation of Mr.&nbsp;Farmer to the median of the annual total compensation of all employees was 55 to 1. "
PEN,1321732,Penumbra Inc,,58095,4,"ermining our 2020 pay ratio, we combined all elements of our median employee&#8217;s compensation for 2020 using the same methodology that we used for calculating Mr. Elsesser&#8217;s total compensation shown in the 2020 Summary Compensation Table, resulting in annual total compensation of $58,095. ","ompensation Table, was $291,031. Based on this information, the ratio of the annual total compensation of Mr. Elsesser to the annual total compensation of our median employee was approximately 4 to 1 "
AAL,6201,American Airlines Group Inc.,1031842.0,73703,145,"itions with fewer educational andtraining requirements and larger applicant pools. For 2020, the median annual total compensation of all team members across American (other than our CEO) was $73,703, "," Compensation Table&#148; above. Based on this information, the ratio of the annual total compensationof our CEO to the median annual total compensation of all employees was estimated to be 145 to 1. "
PSTG,1474432,"Pure Storage, Inc.",816068.0,204017,40," compensation components. For fiscal 2021, the median of the annual total compensation of all employees of Pure (other than our Chief Executive Officer), based on the selected employee, was $204,017, ","selected employee, was $204,017, and based on the annual total compensation for our Chief Executive Officer of $8,081,741, our ratio of Chief Executive Officer pay to median employee pay was 40 to 1. "
AAP,1158449,ADVANCE AUTO PARTS INC,,24960,,"ary Compensation table was $8,056,454 for 2020 and the median Team Member compensation was $24,960. ",
LSI,944314,"LIFE STORAGE, INC.",430300.0,33100,134,"ollows: &nbsp;&nbsp;&nbsp; Medianemployee&#146;s annual total compensation&nbsp;&nbsp;&nbsp;$33,100&","$4,442,454&nbsp;&nbsp;&nbsp; Ratio of Mr.&nbsp;Joseph Saffire&#146;sannual total compensation to the median employee&#146;s annual total compensation&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;&nbsp;134 to 1&"
CHDN,20212,Churchill Downs Inc,1040000.0,26000,404,"d our median employee was a full-time, hourly employee with an annual totalcompensation of $26,000. ","bsp; CEO Annual Total Compensation&nbsp;&nbsp;$10,491,139&nbsp; Pay Ratio&nbsp;&nbsp;&nbsp;404 to 1&"
PAA,1070423,PLAINS ALL AMERICAN PIPELINE LP,,109000,,"         The annual total compensation for the median employee for 2020 was approximately $109,000. ",
OLN,74303,OLIN Corp,6542120.0,71110,92.09,"employee as our median employee. For the 12-month period ended December&#160;31, 2020, the median employee had gross earnings (wages, overtime pay and variable compensation) of approximately $71,110. ","oyee in 2020. Based on the information described below, for 2020, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was 92.09 to 1.W"
REXR,1571283,"Rexford Industrial Realty, Inc.",809662.0,115666,72,"able above, was $8,349,051 for each Co-CEO.&#8226;the annual total compensation of the employee who represents our median compensated employee (other than Mr. Schwimmer and Mr. Frankel) was $115,666.B","formation, for 2020, the annual total compensation of each of our Co-CEOs was approximately 72 times"
RHI,315213,ROBERT HALF INTERNATIONAL INC.,636291.0,33489,197," median of the annual total compensation of all Company employees (other than our CEO) was $33,489, ","f our CEO was $6,595,507. Accordingly, for 2020, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all 41TABLE OF CONTENTSemployees was 197 to 1. "
SEIC,350894,SEI INVESTMENTS CO,,102603,,"ne 18, 2020.. 29 &nbsp;Pay Ratio Annual total compensation of the median employee for 2020 $102,603 ",
BERY,1378992,"BERRY GLOBAL GROUP, INC.",1008301.0,34769,290," The median of the annual total compensation of all our employees, other than our CEO, was $34,769. ", estimate that for fiscal 2020 our CEO&#8217;s annual total compensation was approximately 290 times
PLUG,1093691,PLUG POWER INC,1341240.0,67062,203,"h, our PEO, of $13,630,072 as shown in the Summary Compensation Table above, was approximately 203 times the annual total compensation of $67,062 of the median employee calculated in the same manner. ","h, our PEO, of $13,630,072 as shown in the Summary Compensation Table above, was approximately 203 times the annual total compensation of $67,062 of the median employee calculated in the same manner. "
TTEK,831641,TETRA TECH INC,,69672,,"n, which was earned but not realized, was $6,401,881, the median employee compensation was $69,672, ",
NVCR,1645113,NovoCure Ltd,8893690.0,120185,74.5,"e median of the 2020 annual total compensation of our employees, excluding our CEO, to be $120,185. ","EO as reported in the Summary Compensation Table, is $8,956,704 The ratio of the total compensation of our CEO to the estimated median of the annual total compensation of our employees was 74.5 to 1. "
CFR,39263,"CULLEN/FROST BANKERS, INC.",343026.0,57171,67,"ompensation in 2020 of $3,823,543. Ourmedian employee&#146;s total annual compensation was $57,171. ", ratio of Mr.&nbsp;Green&#146;s compensation to that of our median employee was approximately 67:1. 
HALO,1159036,"HALOZYME THERAPEUTICS, INC.",446882.0,223441,29,"ion Table. The total compensation for the median employee (excluding the CEO) in 2020 was $223,441. ","he CEO) in 2020 was $223,441. Therefore, Dr. Torley&#8217;s total compensation for 2020 was 29 times"
JLL,1037976,JONES LANG LASALLE INC,805500.0,53700,154,"he receives in Germany, where he is located). Using these calculations, our median employee received approximately $53,700 in compensation in 2020 and our Chief Executive Officer received $8,282,033, "," located). Using these calculations, our median employee received approximately $53,700 in compensation in 2020 and our Chief Executive Officer received $8,282,033, which yields a pay ratio of 154:1.A"
UNM,5513,Unum Group,1299486.0,68394,194,"The 2020 annual total compensation of the median employee as of December&#160;31, 2020 was $68,394. ","20 annual          total compensation of Richard McKenney, our Chief Executive Officer, was $13,258,738. The ratio of these amounts (also referred to as the &#8220;CEO pay ratio&#8221;) was 1-to-194. "
HAS,46080,"HASBRO, INC.",1642828.0,74674,223,"median of our global population ofemployees (excluding the CEO). We determined that person&#146;s total compensation (as would be computed for purposes of the Summary Compensation Table) was $74,674. ","The 2020 total compensation for our CEO, as shown in our Summary Compensation Tableon page 58, was $16,668,010.&nbsp;As a result, our estimate of the ratio of CEO pay to median employee pay is 223:1. "
FRT,34903,FEDERAL REALTY INVESTMENT TRUST,660546.0,110091,68," $7,481,796 and the total annual compensation paid to our median paid employee in 2020 was $110,091 ","al compensation paid to our median paid employee in 2020 was $110,091 resulting in a ratio of 68:1. "
NNN,751364,"NATIONAL RETAIL PROPERTIES, INC.",504865.0,100973,55,"e Chief Executive Officer) as of December 31, 2020.  Once we identified our median employee, we combined all of the elements of such employee&#8217;s compensation for 2020 in accordance with the requirements of Item 402(c)(2)(x) of Regulation S-K, resulting in annual total compensation of $100,973. ",".  Based on the foregoing, our estimate of the ratio of the annual total compensation of our Chief Executive Officer to the median of the annual total compensation of all other employees was 55 to 1. "
FND,1507079,"Floor & Decor Holdings, Inc.",1386180.0,23103,603,"20:                           &#8226;                                    The median of the annual total compensation of all employees of our company (other than our CEO) was determined to be $23,103, ","#8203;                  Based on this information, for Fiscal 2020, the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was 603 to 1. "
EME,105634,"EMCOR Group, Inc.",1050700.0,52535,206,"ning January&#160;1, 2020:                           (i)                                    The median of the annual total compensation of all of our employees, determined as described below and excluding Mr.&#160;Guzzi, our Chairman, President and Chief Executive Officer, was approximately $52,535;",zzi&#8217;s 2020 annual total compensation was approximately 206 times that of our median employee. 
OGE,1021635,OGE ENERGY CORP.,496936.0,124234,44,"dian employee&#34; for purposes of calculating the CEO pay ratio for 2020.For our median employee, we combined all of the elements of such employee's compensation for 2020 in accordance with the requirements of Item 402(c)(2)(x) of Regulation S-K, resulting in annual total compensation of $124,234. ","was $5,420,683. Based on this information, for 2020, the ratio of the annual total compensation of Mr. Trauschke, our CEO, to the median of the annual total compensation of all employees was 44 to 1.W"
USFD,1665918,US Foods Holding Corp.,567000.0,81000,70,"iscal 2020:&nbsp;    &#9632;    the annual total compensation    of our median employee was $81,000;","mpensation    of our median employee was $81,000; and    &#9632;    the annual total compensation of    Mr. Satriano, our Chairman and CEO, was $5,667,799.&nbsp;The ratio of these amounts is 70 to 1.&"
CBSH,22356,COMMERCE BANCSHARES INC /MO/,322500.0,64500,57,"le estimate calculated in a manner consistent with Item 402(u) of Regulation S-K.For 2020, the median of the annual total compensation of all employees of the Company (other than our CEO) was $64,500&","ation of the CEO was $3,662,396. Based on this information, for 2020 the ratio of the annual total compensation of the CEO to the median of the annual total compensation of all employees was 57 to 1.T"
MASI,937556,MASIMO CORP,1535220.0,102348,151,"sation of our CEO, Mr. Kiani.For 2020, our most recently completed fiscal year&#58;&#8226;the median of the annual total compensation of all employees of our Company (other than our CEO) was $102,348&","CEO, Mr. Kiani, was $15,493,723.Based on this information, for 2020 the ratio of the annual total compensation of our CEO to the median of the annual total compensation of all employees was 151 to 1. "
RRX,82811,REGAL REXNORD CORP,629970.0,13695,467,"3.&nbsp;    &nbsp;    &middot;    The annual total compensation of our median employee was $13,695.&"," Based on the above information, the ratio of the annual total compensation of Mr.&nbsp;Pinkham to the median of the annual total compensation of all other employees is estimated to be&nbsp;467 to 1.&"
NOV,1021860,NOV Inc.,632757.1799999999,57523.38,110," &#147;CEO&#148;):  For 2020, our last completed fiscal year: &nbsp;&nbsp;&#149;&nbsp; the median of the annual total compensation of all employees of our company (other than our CEO), was $57,523.38;","ation, for 2020 the ratio of the annual total compensation of Mr.&nbsp;Clay&nbsp;C. Williams, our Chief Executive Officer, to the medianof the annual total compensation of all employees was 110 to 1. "
RL,1037038,RALPH LAUREN CORP,1184232.0,24168,499,"nbsp;The annual total compensation of the median employee, other than Mr.&nbsp;Louvet, was $24,168. ","ensation was $12,063,568.  &nbsp;&#149;&nbsp;The ratio of the annual total compensation of Mr.&nbsp;Louvet to the median of the annual total compensation of our employees is estimated to be 499 to 1. "
CHE,19584,CHEMED CORP,1163250.0,46530,257,"c)(2)(x), as detailed in the Summary Compensation Table.&#160; We divided this by the median              employee&#8217;s total annual compensation.&#160; The ratio is $11,958,423 divided by $46,530 ","                            Executive Pay Ratio                                    The compensation of our Chief Executive Officer in 2020 was approximately 257 times the median pay of our full-time, "
ACHC,1520697,"Acadia Healthcare Company, Inc.",491994.0,27333,188," Ms.&nbsp;Osteen, our Chief Executive Officer: &nbsp;&nbsp;&#149;&nbsp; the median of the annual total compensation of all employees of the Company (other than our Chief ExecutiveOfficer) was $27,333;","on this information, for 2020, the ratio of theannual total compensation of Ms.&nbsp;Osteen, our Chief Executive Officer, to the median of the annual total compensation of all employees was 188 to 1. "
UGI,884614,UGI CORP /PA/,,63449,,"&nbsp;$4,775,921Annual total compensation of our median employee for Fiscal 2021&nbsp;&nbsp;$63,449R",
DISH,1001082,DISH Network CORP,285460.0,57092,58,"to determine the median employee.&nbsp;The total compensation of our median employee, using the samemethodology we use for Mr.&nbsp;Carlson&#8217;s Summary Compensation Table compensation, is $57,092 ","ensation Table compensation, is $57,092 and total compensation of Mr.&nbsp;Carlsonis $3,316,247. Therefore, our Chief Executive Officer to median employee pay ratio calculation is approximately 58:1.&"
NRG,1013871,"NRG ENERGY, INC.",909992.0,113749,87,"y 87 times the total compensation of a median employee, calculated in the same manner, of $113,749.&","9,879,276, as shown in the Summary Compensation Table (CEO Compensation), was approximately 87 times"
CTLT,1596783,"Catalent, Inc.",12541308.0,61477,204.6,"ry Compensation Table on page 51. The median employee&#146;s annual total compensation was $61,477. ","#147;Total&#148; column of the Summary Compensation Table. Accordingly, the ratio of our CEO&#146;s total compensation to our median employee&#146;s total compensation for fiscal 2021 was 204.6 to 1. "
CLF,764065,CLEVELAND-CLIFFS INC.,,101940,,"tal Compensation, as shown below&#58;CEO PAY RATIOMedian Employee Annual Total Compensation$101,940&",
AA,1675149,Alcoa Corp,1268800.0,97600,136,"51;$13,280,808 &nbsp;&#149;&nbsp; Our median employee&#146;s annual total compensation&#151;$97,600 "," employee&#146;s annual total compensation&#151;$97,600 &nbsp;&#149;&nbsp; Ratio of Mr.&nbsp;Harvey&#146;s annual total compensation to our median employee&#146;s annual total compensation&#151;136:1 "
MANH,1056696,MANHATTAN ASSOCIATES INC,655235.0,93605,70,",514,042.&nbsp;Our Median Employee&#8217;s computed annual total compensation for 2020 was $93,605. ",al compensation of our employees: &nbsp;Our CEO to Median Employee pay ratio is approximately 70:1. 
COLD,1455863,AMERICOLD REALTY TRUST,,41955,," we are using the same median employee identified in 2019. The 2020 annual total compensation of the median associate identified by the Company, and as described in further detail below, was $41,955, ",
CIEN,936395,CIENA CORP,660000.0,60000,114,"tee, in order to betteralign with the market median for certain compensation elements, for fiscal 2020 the Board of Directors increased the annual retainer for the non-employee directors from $60,000 ","alCompensation&nbsp;&nbsp; $ 98,261 &nbsp;CEO to Median Employee Pay Ratio&nbsp;&nbsp; &nbsp; 114:1 "
CMS-PB,201533,CONSUMERS ENERGY CO,9767044.0,137564,71.5,"E OF CONTENTSCMS MEDIAN EMPLOYEEFor the fiscal year ended December&#160;31, 2020, the median of the annual total compensation of all CMS employees (other than Rochow, President and CEO), was $137,564;",total CEO compensation.Based on this information the ratio of the annual total compensation of the President and CEO to the median of the annual total compensation of all CMS employees was 71.5 to 1. 
